종목코드,한글 종목약명,영문 종목명,상장일,시장구분,상장주식수,ESG등급,환경,사회,지배구조,시작일 기준가,종료일 종가,대비,등락률,거래량,거래대금,온실가스 배출량(tCO2-eq),에너지 사용량(TJ)
68290,삼성출판사,SAMSUNG PUBLISHING,2002-08-05,KOSPI,10000,C,D,D,B+,35400,29600,-5800,-16.38,149866188,6914499,,
29780,삼성카드,"SAMSUNG CARD CO., LTD.",2007-06-27,KOSPI,115859,A,A+,A+,A,33850,31950,-1900,-5.61,41438079,1393606,,
815,삼성화재우,SamsungFire&MarineInsurance(1P),1990-04-10,KOSPI,3192,,,,,144000,154500,10500,7.29,2655200,434157,,
810,삼성화재,SamsungFire&MarineInsurance,1975-06-30,KOSPI,47375,A,A+,A+,B+,195000,185500,-9500,-4.87,26896582,5688516,,
6110,삼아알미늄,SamaAluminium,1980-12-05,KOSPI,11000,B,B,C,B+,9790,26750,16960,173.24,205707115,4807613,"18,763",379
9300,삼아제약,Sam-A Pharm. Co. Ltd,2000-07-19,KOSDAQ,6370,,,,,14500,16450,1950,13.45,10995154,224583,,
145995,삼양사우,Samyang Corporation(1P),2011-12-05,KOSPI,370,,,,,40000,37500,-2500,-6.25,229642,10494,"304,634","6,015"
145990,삼양사,Samyang Corporation,2011-12-05,KOSPI,10313,A,A,A,B+,55400,52100,-3300,-5.96,9443584,607599,"304,634","6,015"
3230,삼양식품,SamyangFoods,1975-06-30,KOSPI,7533,A,A,A+,A,86500,86300,-200,-0.23,12026832,1079834,"40,014",791
225190,삼양옵틱스,"SAMYANG OPTICS CO., LTD",2017-06-02,KOSDAQ,10120,,,,,9070,11150,2080,22.93,11822501,125042,,
2170,삼양통상,SamyangTongsang,1989-11-10,KOSPI,3000,B,C,C,B+,65000,56400,-8600,-13.23,1509166,107473,"14,387",289
272550,삼양패키징,SAMYANG PACKAGING,2017-11-29,KOSPI,14210,B+,B,B+,B+,23000,22300,-700,-3.04,10636719,277547,"140,745","2,872"
75,삼양홀딩스우,SAMYANGHOLDINGS(1P),1992-02-21,KOSPI,304,,,,,58800,60900,2100,3.57,214000,15970,,
70,삼양홀딩스,SAMYANGHOLDINGS,1968-12-27,KOSPI,8564,B+,A,A,B,89400,81300,-8100,-9.06,9282182,1055682,,
60310,3S,"3S KOREA CO., LTD",2002-04-23,KOSDAQ,46272,,,,,2400,3200,800,33.33,148810149,525888,,
2810,삼영무역,SamyungTrading,1988-03-28,KOSPI,18467,B,D,C,B+,14250,13900,-350,-2.46,3907674,61195,,
361670,삼영에스앤씨,"SAMYOUNG S&C CO., LTD.",2021-05-21,KOSDAQ,5668,,,,,,,,,,,,
54540,삼영엠텍,SAMYOUNG M-TEK CO. LTD.,2001-11-15,KOSDAQ,13000,,,,,4965,4765,-200,-4.03,61686554,343716,,
65570,삼영이엔씨,"Samyung ENC Co., Ltd.",2003-01-21,KOSDAQ,10794,,,,,6650,7620,970,14.59,41620838,361352,,
5680,삼영전자,SamyoungElectronics,1976-12-28,KOSPI,20000,B,B,B,B+,9980,10350,370,3.71,26505289,328641,"104,324","2,136"
3720,삼영화학,SamyoungChemical,1976-06-30,KOSPI,34000,B,B,C,B,2575,3120,545,21.17,273334250,1018934,"29,296",596
23000,삼원강재,"SAMWONSTEEL Co., Ltd.",2011-07-22,KOSPI,40000,C,B,D,B,3375,2990,-385,-11.41,38062574,148015,"26,718",536
4380,삼익THK,SAMICK THK,1989-09-26,KOSPI,21000,B+,B,B,B+,12300,12350,50,0.41,23624241,319079,,
2450,삼익악기,SamickMusicalInstruments,1988-09-30,KOSPI,90531,C,D,C,B+,1580,1740,160,10.13,128084919,233606,,
32280,삼일,SamIl,1997-03-15,KOSDAQ,16214,,,,,2115,2875,760,35.93,596887986,2919966,,
2290,삼일기업공사,"SAMIL ENTERPRISE CO., LTD.",1992-11-30,KOSDAQ,12400,,,,,4430,4810,380,8.58,207226314,1478035,,
4440,삼일씨엔에스,SAMIL C&S,2016-03-30,KOSPI,12732,B,C,B,B+,12100,11750,-350,-2.89,20978087,296741,,
520,삼일제약,SamilPharmaceutical,1985-05-29,KOSPI,13537,B,D,B,B+,9925,8150,-1775,-17.88,48612509,476829,,
9770,삼정펄프,"SAM JUNG PULP CO,.LTD.",2006-10-17,KOSPI,2500,C,C,D,B,28500,28350,-150,-0.53,904280,30561,"158,698","1,472"
37460,삼지전자,"SAMJI ELECTRONICS CO., LTD.",1999-12-16,KOSDAQ,16319,,,,,12550,11450,-1100,-8.76,38574732,534437,,
32750,삼진,Samjin,1997-07-14,KOSDAQ,6000,,,,,9049,8970,-79,-0.87,10109055,121002,,
54090,삼진엘앤디,SAMJIN LND COMPANY LIMITED,2004-02-06,KOSDAQ,24959,,,,,3895,2820,-1075,-27.6,408518816,1664382,,
5500,삼진제약,SamjinPharmaceutical,1988-06-18,KOSPI,13900,B,D,B,B+,23450,25300,1850,7.89,14438061,380085,,
250,삼천당제약,SAM CHUN DANG PHARM CO. LTD,2000-10-04,KOSDAQ,22768,C,D,B,B,54000,35550,-18450,-34.17,71153844,3776315,,
4690,삼천리,Samchully,1976-12-23,KOSPI,4055,B+,B,A,B+,83000,105500,22500,27.11,2940422,270298,"58,269",948
24950,삼천리자전거,"SAMCHULY BICYCLE CO., LTD",1995-01-04,KOSDAQ,13274,,,,,12250,12100,-150,-1.22,68985990,923141,,
38500,삼표시멘트,"SAMPYO Cement Co., Ltd.",2001-02-01,KOSDAQ,107916,B,B,D,A,4610,5190,580,12.58,471780635,2663542,"5,986,309","34,526"
17480,삼현철강,"SAMHYUN STEEL Co., Ltd",2001-01-09,KOSDAQ,15703,,,,,4570,6260,1690,36.98,92794800,703986,,
10960,삼호개발,"Samho Development Co., Ltd.",2005-05-12,KOSPI,25000,C,D,D,B,4495,5140,645,14.35,102226863,632026,,
46390,삼화네트웍스,"SAMHWA NETWORKS Co.,Ltd.",2001-01-11,KOSDAQ,43173,,,,,4940,4410,-530,-10.73,553889815,2148818,,
4450,삼화왕관,SamhwaCrown&Closure,1976-05-28,KOSPI,2154,B,B,C,B,37600,41950,4350,11.57,495189,22292,"18,064",350
9470,삼화전기,SamwhaElectric,1986-11-24,KOSPI,6614,C,C,C,B,22150,26850,4700,21.22,25308664,795119,,
11230,삼화전자,SamwhaElectronics,1987-05-25,KOSPI,10458,C,C,C,B,3775,4020,245,6.49,37007720,166202,,
1820,삼화콘덴서,SamwhaCapacitor,1976-06-26,KOSPI,10395,C,C,B,B,63500,55500,-8000,-12.6,32290528,2077712,"21,190",435
390,삼화페인트,SamhwaPaintIndustrial,1993-09-10,KOSPI,27203,B+,B+,B+,A,10250,9780,-470,-4.59,44811996,579503,,
27580,상보,"SANG BO Co.,Ltd",2007-10-01,KOSDAQ,59181,,,,,1630,1755,125,7.67,382224408,868912,,
38540,상상인,"Sangsangin Co., Ltd.",2000-08-18,KOSDAQ,55328,D,D,D,C,6400,9420,3020,47.19,101966086,843607,,
329560,상상인이안제2호스팩,Sangsangin Ian No.2 Special Purpose Acquisition Company,2019-08-30,KOSDAQ,3850,,,,,2040,2035,-5,-0.25,92439896,245575,,
101000,상상인인더스트리,"Sangsangin Industry Co., Ltd.",2009-11-06,KOSDAQ,71751,,,,,828,993,165,19.93,125369678,143366,,
1290,상상인증권,SANGSANGININVESTMENT&SECURITIES,1988-09-23,KOSPI,97506,C,D,B,D,1100,1170,70,6.36,82590996,106210,,
41650,상신브레이크,SANGSINBRAKE,2004-10-27,KOSPI,21471,B,B,B,B,4210,3500,-710,-16.86,96090380,479654,,
91580,상신이디피,"SANGSIN ENERGY DISPLAY PRECISION CO.,LTD",2007-05-23,KOSDAQ,13545,,,,,12950,13000,50,0.39,95161457,1631412,,
263810,상신전자,"Sangshin Electronics Co.,Ltd.",2017-10-16,KOSDAQ,14245,,,,,4245,4085,-160,-3.77,129033288,652649,,
89980,상아프론테크,"SANG-A FRONTEC CO., LTD.",2011-07-21,KOSDAQ,15989,C,C,B,B,42600,40550,-2050,-4.81,64431523,3785194,,
42940,상지카일룸,"Sangji Caelum, Inc.",2000-10-19,KOSDAQ,83058,,,,,1295,1075,-220,-16.99,400669296,612096,,
42600,새로닉스,"SERONICS. CO., LTD.",2002-10-01,KOSDAQ,12424,,,,,9220,23000,13780,149.46,158967937,3594331,,
75180,새론오토모티브,SaeronAutomotiveCorporation,2005-10-21,KOSPI,19200,C,C,C,B,5650,5800,150,2.65,9190798,62076,"21,581",335
252990,샘씨엔에스,"SEMCNS Co., Ltd.",2021-05-20,KOSDAQ,50154,,,,,,,,,,,,
263540,샘코,Sacheon Aerospace Manufacturing Ind. Co. Ltd,2017-09-15,KOSDAQ,2936,,,,,40300,40300,0,0,0,0,,
7540,샘표,SEMPIO,1976-06-29,KOSPI,2876,B,B,B+,B,49800,43450,-6350,-12.75,2974658,156650,,
248170,샘표식품,SEMPIO FOODS,2016-08-09,KOSPI,4568,B,B,B+,B,47300,41800,-5500,-11.63,5782559,313136,,
294630,서남,"SuNAM Co., Ltd.",2020-02-20,KOSDAQ,21389,,,,,3035,3010,-25,-0.82,47306668,189008,,
38070,서린바이오,"SeouLinBioscience CO., LTD.",2005-10-25,KOSDAQ,8301,,,,,11497,16700,5203,45.26,418593069,11170947,,
6730,서부T&D,"Seobu T&D Co.,Ltd",1995-10-06,KOSDAQ,59259,C,D,C,B,7546,9560,2014,26.69,92095193,834014,,
79650,서산,Seo San Co. Ltd.,2005-01-21,KOSDAQ,20000,,,,,2520,2665,145,5.75,34411925,101981,,
100660,서암기계공업,"SEOAM MACHINERY INDUSTRY CO., LTD.",2011-12-19,KOSDAQ,12600,,,,,5720,4930,-790,-13.81,99291878,699716,,
7860,서연,SEOYON,1989-09-09,KOSPI,23480,B+,B+,A,B+,11400,8980,-2420,-21.23,365498651,6137383,,
200880,서연이화,SEOYONEHWA,2014-08-08,KOSPI,27028,A,B+,A,A,8560,6570,-1990,-23.25,122821068,1092630,,
19770,서연탑메탈,"SEOYON TOPMETAL CO., LTD.",2011-06-24,KOSDAQ,11650,,,,,10700,4930,-5770,-53.93,174413125,1794468,,
17390,서울가스,SeoulCityGas,1995-08-18,KOSPI,5000,B+,C,B+,A,93200,190000,96800,103.86,2059181,315618,,
43710,서울리거,"SEOULEAGUER CO., LTD.",2002-07-11,KOSDAQ,39111,,,,,943,965,22,2.33,190907055,261679,,
92190,서울바이오시스,"SEOUL VIOSYS CO., LTD.",2020-03-06,KOSDAQ,38224,,,,,14150,9210,-4940,-34.91,69226915,1069173,"78,109","1,482"
46890,서울반도체,"SEOUL SEMICONDUCTOR CO., LTD.",2002-01-17,KOSDAQ,58305,B+,B,B+,B+,18500,13550,-4950,-26.76,127178395,2160809,"12,341",253
4415,서울식품우,SeoulFoodInd(1P),1989-05-22,KOSPI,2225,,,,,5010,3995,-1015,-20.26,2972048,15880,,
4410,서울식품,SeoulFoodInd,1973-12-28,KOSPI,372317,B+,B,B,B+,427,285,-142,-33.26,7599461975,3312427,,
63170,서울옥션,Seoul Auction Co. Ltd..,2008-07-01,KOSDAQ,17774,,,,,11050,22950,11900,107.69,195032245,4668068,,
27040,서울전자통신,SEOUL ELECTRONICS & TELECOM,1999-12-03,KOSDAQ,69589,,,,,913,649,-264,-28.92,73567262,66642,,
18680,서울제약,"SEOUL PHARMA CO., LTD",2000-08-18,KOSDAQ,8525,,,,,8230,6690,-1540,-18.71,63002848,583129,,
21050,서원,Seowon,1996-01-30,KOSPI,47475,B,B,C,B+,2460,2025,-435,-17.68,414972273,1213678,"14,899",303
93920,서원인텍,"SEOWONINTECH.CO.,LTD",2007-12-20,KOSDAQ,18600,,,,,7160,6290,-870,-12.15,13779978,100163,,
189860,서전기전,"SEOJEON ELECTRIC MACHINERY Co.,Ltd.",2014-12-24,KOSDAQ,9699,,,,,3660,11300,7640,208.74,401730184,4358489,,
178320,서진시스템,"SEOJIN SYSTEM CO., LTD",2017-03-27,KOSDAQ,18790,C,C,C,B,41100,33500,-7600,-18.49,62061547,2580149,,
122690,서진오토모티브,"Seojin Automotive Co.,Ltd.",2010-05-25,KOSDAQ,19541,,,,,3100,3300,200,6.45,27044179,80123,,
140070,서플러스글로벌,"SurplusGLOBAL,Inc.",2017-01-25,KOSDAQ,36988,,,,,4415,4130,-285,-6.46,169001909,955211,,
11370,서한,Seohan,1994-05-24,KOSDAQ,100895,,,,,1445,1660,215,14.88,1207684044,2731831,,
65710,서호전기,"Seoho Electric Co.,Ltd.",2002-07-16,KOSDAQ,5150,,,,,19950,22100,2150,10.78,6246821,137489,,
8490,서흥,SUHEUNG,1990-03-27,KOSPI,11569,B,C,B,B+,50100,39250,-10850,-21.66,5993732,305682,"35,082",715
35890,서희건설,"SEOHEE CONSTRUCTION CO., LTD.",1999-12-24,KOSDAQ,229808,,,,,1520,1785,265,17.43,467554651,915252,,
357550,석경에이티,"Sukgyung AT Co., Ltd.",2020-12-23,KOSDAQ,5455,,,,,22100,14650,-7450,-33.71,16019784,345741,,
3100,선광,"SUN KWANG Co., Ltd",1999-12-21,KOSDAQ,6600,,,,,27900,62400,34500,123.66,7744347,374854,,
123420,선데이토즈,SundayToz Corp,2010-11-10,KOSDAQ,11470,,,,,23200,25250,2050,8.84,57560615,1724827,,
7610,선도전기,SeondoElectric,1989-11-30,KOSPI,18000,C,C,C,B,3285,2950,-335,-10.2,291172856,1369226,,
67370,선바이오,SunBio,2016-01-22,KONEX,11683,,,,,21900,23400,1500,6.85,4028638,109419,,
2820,SUN&L,SUN&L,1976-05-22,KOSPI,12608,B+,B,B,B+,4325,5110,785,18.15,7648753,46500,"47,062","2,003"
171090,선익시스템,"SUNIC SYSTEM Co., Ltd.",2017-09-20,KOSDAQ,9166,,,,,16850,16400,-450,-2.67,216801388,5158605,,
136490,선진,"SUNJIN Co., Ltd",2011-02-16,KOSPI,23780,B+,B,A,B,16500,10300,-6200,-37.58,41581841,658974,,
86710,선진뷰티사이언스,"SUNJIN BEAUTY SCIENCE CO., LTD.",2021-01-27,KOSDAQ,6116,,,,,11001,9320,-1681,-15.28,18397502,348586,,
14620,성광벤드,"SUNG KWANG BEND CO., LTD.",2001-01-11,KOSDAQ,28600,,,,,7070,8490,1420,20.08,59449613,551022,,
37350,성도이엔지,SUNGDO Engineering & Construction,2000-01-11,KOSDAQ,15470,,,,,5200,5270,70,1.35,32017109,198229,,
14915,성문전자우,SungmoonElectronics(1P),1990-03-24,KOSPI,600,,,,,7890,8950,1060,13.43,2481049,27590,,
14910,성문전자,SungmoonElectronics,1990-03-24,KOSPI,19487,C,C,C,C,1950,2345,395,20.26,87965770,222550,,
3080,성보화학,SungboChemical,1976-12-23,KOSPI,20020,B,D,B,B+,6070,3855,-2215,-36.49,110223883,613882,,
4985,성신양회우,SungshinCement(1P),1988-12-21,KOSPI,736,,,,,11250,15750,4500,40,17156883,316481,"4,794,801","25,976"
4980,성신양회,SungshinCement,1976-06-30,KOSPI,24516,B+,B+,B+,B+,7670,14350,6680,87.09,199718857,2787468,"4,794,801","25,976"
11300,성안,Seongan,1995-11-10,KOSPI,56858,D,D,C,C,620,787,167,26.94,261127094,187698,,
81580,성우전자,"SUNGWOO ELECTRONICS CO., LTD.",2007-10-12,KOSDAQ,15508,,,,,2850,3435,585,20.53,35044908,121717,,
45300,성우테크론,SUNGWOO TECHRON COMPANY,2001-12-18,KOSDAQ,9587,,,,,4928,5310,382,7.75,192109579,1382932,,
15750,성우하이텍,"SUNGWOO HITECH CO., LTD",1995-11-04,KOSDAQ,80000,,,,,5970,4600,-1370,-22.95,212953142,1406871,,
180,성창기업지주,SungchangEnterpriseHoldings,1976-06-02,KOSPI,69752,C,D,C,C,2395,2510,115,4.8,188253892,537290,,
80470,성창오토텍,"SUNGCHANG AUTOTECH CO.,LTD.",2006-11-03,KOSDAQ,7300,,,,,8840,7440,-1400,-15.84,25501895,245688,,
43260,성호전자,SUNGHO ELECTRONICS CORP.,2001-11-29,KOSDAQ,53405,,,,,1670,1495,-175,-10.48,654600637,1212722,,
148150,세경하이테크,"Se Gyung Hi Tech Co., Ltd.",2019-07-30,KOSDAQ,11784,,,,,20450,22500,2050,10.02,65927028,1759768,,
2420,세기상사,TheCentury,1968-12-27,KOSPI,4276,C,D,C,B,12350,12400,50,0.4,7628139,101842,,
53060,세동,SAE DONG CO.LTD,2001-08-17,KOSDAQ,17459,,,,,1974,1240,-734,-37.18,132809408,252457,,
340440,세림B&G,SERIM B&G,2019-12-27,KOSDAQ,27388,,,,,2860,2255,-605,-21.15,95926409,342369,,
17510,세명전기,SemyungElectricMachinery,1991-12-26,KOSDAQ,15246,,,,,4255,4440,185,4.35,104795942,592028,,
4365,세방우,SEBANG(1P),1989-10-21,KOSPI,3689,,,,,7060,7080,20,0.28,1227845,9774,"28,371",440
4360,세방,SEBANG,1977-05-19,KOSPI,19309,B,B,D,B+,13200,11450,-1750,-13.26,27067531,362282,"28,371",440
4490,세방전지,SEBANG GLOBAL BATTERY,1987-11-28,KOSPI,14000,B,B,B,B+,79300,62100,-17200,-21.69,25035624,2205157,"125,935","2,568"
11560,세보엠이씨,SEBO MANUFACTURING ENGINEERING CORP.,1996-12-23,KOSDAQ,10530,,,,,6190,7060,870,14.05,20101814,149335,,
1430,세아베스틸,SEAH BESTEEL,1991-03-12,KOSPI,35862,B+,B+,B,B+,15750,19650,3900,24.76,74745448,1959345,"1,038,986","16,303"
306200,세아제강,SeAH Steel Corporation,2018-10-05,KOSPI,2836,B+,B+,B+,B+,80300,114000,33700,41.97,4906760,533104,"57,273","1,159"
3030,세아제강지주,SeAH Steel Holdings Corporation,1969-05-13,KOSPI,4142,B+,B+,B+,B+,44450,131500,87050,195.84,5339409,535004,,
19440,세아특수강,SeAH SPECIAL STEEL,2011-06-01,KOSPI,8570,B+,B+,B+,B+,12750,15700,2950,23.14,8353061,141778,"24,445",468
