종목코드,한글 종목약명,영문 종목명,상장일,시장구분,상장주식수,ESG등급,환경,사회,지배구조,시작일 기준가,종료일 종가,대비,등락률,거래량,거래대금,온실가스 배출량(tCO2-eq),에너지 사용량(TJ)
54180,메디콕스,"MEDICOX Co., Ltd.",2001-10-16,KOSDAQ,95328,,,,,1255,809,-446,-35.54,969689204,1398717,,
86900,메디톡스,Medy-Tox Inc.,2009-01-16,KOSDAQ,6261,C,D,D,B,184533,127900,-56633,-30.69,15831952,2898530,,
78160,메디포스트,"MEDIPOST CO., LTD.",2005-07-29,KOSDAQ,16264,B,D,B,B+,33100,19100,-14000,-42.3,26436322,715158,,
65650,메디프론,"Medifron DBT Co., Ltd.",2003-01-21,KOSDAQ,43616,,,,,3290,2160,-1130,-34.35,107438851,364158,,
138040,메리츠금융지주,Meritz Financial Group,2011-05-13,KOSPI,134011,B+,D,B+,A,13350,31500,18150,135.96,77087755,2422282,,
8560,메리츠증권,MERITZ SECURITIES,1992-01-15,KOSPI,681731,B+,C,A,B+,4095,5650,1555,37.97,486781800,2460030,,
60,메리츠화재,Meritz Fire & Marine Insurance,1956-07-02,KOSPI,120625,B,D,B+,B+,17950,37300,19350,107.8,98975161,2914489,,
21880,메이슨캐피탈,MASON CAPITAL CORPORATION,1996-09-02,KOSDAQ,151184,D,D,C,D,527,499,-28,-5.31,209622771,133529,,
140410,메지온,"Mezzion Pharma Co., Ltd.",2012-01-20,KOSDAQ,8901,C,D,C,B,156800,168000,11200,7.14,16318987,2813651,,
241770,메카로,"MECARO.CO.,LTD.",2017-12-06,KOSDAQ,10193,,,,,13500,12400,-1100,-8.15,5019034,61058,,
90370,메타랩스,METALABS,2006-12-26,KOSPI,74523,C,D,C,B+,1040,870,-170,-16.35,366777966,441625,,
59210,메타바이오메드,"META BIOMED.CO.,LTD",2008-04-15,KOSDAQ,23862,,,,,2450,2690,240,9.8,121691859,386676,,
58110,멕아이씨에스,"MEKICS Co.,Ltd.",2015-12-14,KOSDAQ,16051,,,,,13400,8200,-5200,-38.81,144319583,1801637,,
96640,멜파스,Melfas Inc.,2009-12-18,KOSDAQ,37946,,,,,1932,904,-1028,-53.21,731896404,1651526,,
17180,명문제약,MyungMoon Pharm,2008-07-10,KOSPI,33953,B,D,B,B+,5260,3990,-1270,-24.14,93955493,519417,,
257370,명성티엔에스,"Mstns Co.,Ltd.",2018-09-13,KOSDAQ,7726,,,,,9210,9210,0,0,0,0,,
9900,명신산업,MYOUNG SHIN INDUSTRY,2020-12-07,KOSPI,52470,,,,,25300,23600,-1700,-6.72,178751699,5324568,"7,218",147
267060,명진홀딩스,Myungjin Holdings,2017-08-24,KONEX,9142,,,,,1495,133,-1362,-91.1,3606852,1880,,
12690,모나리자,Monalisa,1988-10-14,KOSPI,36571,B,B,C,B,4190,3425,-765,-18.26,117157059,605202,"42,046",734
5360,모나미,Monami,1974-06-26,KOSPI,18897,C,D,C,B,4495,4130,-365,-8.12,273022383,1630239,,
80420,모다이노칩,"Moda-InnoChips Co., Ltd.",2005-12-06,KOSDAQ,79722,,,,,3305,4020,715,21.63,272367625,1317131,,
80160,모두투어,MODETOUR NETWORK INC.,2005-07-26,KOSDAQ,18900,,,,,22500,22800,300,1.33,76378111,1882106,,
204210,모두투어리츠,MODETOURREIT,2016-09-22,KOSPI,7827,,,,,3060,4745,1685,55.07,9963097,47133,,
100030,모바일리더,"Mobileleader Co., Ltd.",2010-05-25,KOSDAQ,3284,,,,,22650,20550,-2100,-9.27,7410869,169895,,
87260,모바일어플라이언스,"MOBILE APPLIANCE, INC.",2017-02-24,KOSDAQ,32462,,,,,4155,3705,-450,-10.83,226436458,992032,,
101330,모베이스,"MOBASE Co., Ltd.",2010-02-04,KOSDAQ,23958,,,,,5210,3490,-1720,-33.01,211072954,1088353,,
12860,모베이스전자,"MOBASE ELECTRONICS CO.,LTD.",1994-10-26,KOSDAQ,68280,,,,,3235,1980,-1255,-38.79,350183246,918437,,
348030,모비릭스,MOBIRIX Corporation,2021-01-28,KOSDAQ,9604,,,,,21000,17150,-3850,-18.33,28841697,655408,,
250060,모비스,"Mobiis Co., Ltd.",2016-09-08,KOSDAQ,32171,,,,,2580,2240,-340,-13.18,149925307,419026,,
288980,모아데이타,"Moadata Co., Ltd",2022-03-10,KOSDAQ,5361,,,,,,,,,,,,
33200,모아텍,"MOATECH CO., LTD.",1997-10-13,KOSDAQ,14331,,,,,9960,7070,-2890,-29.02,35359834,356755,,
9680,모토닉,MOTONIC,1994-01-14,KOSPI,33000,B,B,B,B+,12650,8930,-3720,-29.41,13800703,162427,,
118990,모트렉스,"MOTREX CO.,LTD",2017-08-04,KOSDAQ,41271,,,,,5410,5700,290,5.36,253941623,1625059,,
6920,모헨즈,"Mohenz. Co., Ltd",1989-01-05,KOSDAQ,10920,,,,,4620,5190,570,12.34,82759592,520474,,
1810,무림SP,"MOORIM SP CO., LTD.",2000-01-04,KOSDAQ,22138,,,,,3335,3090,-245,-7.35,89319521,329098,"47,804",959
9200,무림페이퍼,MOORIM PAPER,1990-06-09,KOSPI,41609,A,B+,B+,A,2780,2540,-240,-8.63,159942759,517030,"200,121","4,109"
9580,무림P&P,Moorim P&P,1989-06-20,KOSPI,62368,A,B+,A,A,5080,4490,-590,-11.61,93602947,494739,"235,768","13,015"
322970,무진메디,Moogene Medi,2020-06-24,KONEX,7021,,,,,5450,3950,-1500,-27.52,1710451,8022,,
33920,무학,Muhak,2010-07-20,KOSPI,28500,B,D,B,B+,6750,10600,3850,57.04,71506543,774709,,
8420,문배철강,MoonbaeSteel,1994-11-05,KOSPI,20504,C,D,C,B,3790,4325,535,14.12,319890580,1629069,,
279600,미디어젠,"MediaZen,Inc.",2019-11-05,KOSDAQ,4685,,,,,10050,12500,2450,24.38,17141112,255852,,
95500,미래나노텍,"MNTECH Co.,Ltd.",2007-10-01,KOSDAQ,31010,,,,,3660,6910,3250,88.8,360014753,2393081,"23,570",454
25560,미래산업,MiraeCorporation,1996-11-22,KOSPI,4452,C,C,C,C,15699,13300,-2399,-15.28,21437967,322093,,
218150,미래생명자원,"MILAE BIORESOURCES CO., LTD.",2015-06-18,KOSDAQ,18671,,,,,5350,8670,3320,62.06,726292479,4694735,,
7120,미래아이앤지,MiraeING,1999-11-26,KOSPI,129484,C,D,C,C,517,404,-113,-21.86,434091552,257679,,
396690,미래에셋글로벌리츠,Mirae Asset Global REIT,2021-12-03,KOSPI,29060,,,,,,,,,,,,
353490,미래에셋대우스팩 5호,MIRAE ASSET DAEWOO SPECIAL PURPOSE ACQUISITION 5 COMPANY,2020-08-28,KOSDAQ,5060,,,,,2160,2125,-35,-1.62,22364850,52203,,
328380,미래에셋대우스팩3호,MIRAE ASSET DAEWOO SPECIAL PURPOSE ACQUISITION 3 COMPANY,2019-08-20,KOSDAQ,6482,,,,,2060,2050,-10,-0.49,14824740,33915,,
357250,미래에셋맵스리츠,Miraeasset Maps REIT 1,2020-08-05,KOSPI,20100,,,,,4765,4910,145,3.04,14253024,70995,,
94800,맵스리얼티1,MIRAEASSETMAPS ASIAPACIFIC REAL ESTATE 1,2007-04-09,KOSPI,92834,,,,,4085,4605,520,12.73,18555724,87524,,
100790,미래에셋벤처투자,"Mirae Asset Venture Investment Co., Ltd",2019-03-15,KOSDAQ,46196,,,,,6101,9750,3649,59.81,270878791,2482821,,
85620,미래에셋생명,"MIRAE ASSET Life Insurance CO., Ltd.",2015-07-08,KOSPI,177016,B+,C,A+,B+,4185,4020,-165,-3.94,40069464,171856,,
6805,미래에셋증권우,MIRAE ASSET SECURITIES(1P),1989-04-08,KOSPI,14076,,,,,4835,5280,445,9.2,28401897,184761,,
00680K,미래에셋증권2우B,MIRAE ASSET SECURITIES(2PB),2018-03-14,KOSPI,140000,,,,,4235,4380,145,3.42,82441564,393460,,
6800,미래에셋증권,MIRAE ASSET SECURITIES,1975-09-30,KOSPI,615316,B+,A,A+,B,9170,8160,-1010,-11.01,363715457,3386792,,
208890,미래엔에듀파트너,"MiraeN Edupartner Co., Ltd.",2014-12-18,KONEX,3151,,,,,2030,1600,-430,-21.18,73876,202,,
49950,미래컴퍼니,meerecompany Incorporated,2005-01-04,KOSDAQ,8362,,,,,31137,24300,-6837,-21.96,17609113,562684,,
207760,미스터블루,Mr. Blue Corporation,2014-12-12,KOSDAQ,24762,,,,,9880,8160,-1720,-17.41,142585694,1520733,,
225850,미애부,Miev,2015-12-08,KONEX,4998,,,,,411,283,-128,-31.14,25062,8,,
2840,미원상사,MiwonCommercial,1989-09-25,KOSPI,4970,C,C,D,B,179500,181000,1500,0.84,966988,199453,"21,412",427
268280,미원에스씨,Miwon Specialty Chemical,2017-05-22,KOSPI,5100,C,C,C,B+,115500,194000,78500,67.97,927036,175019,,
107590,미원홀딩스,"Miwon Holdings Co.,Ltd.",2009-03-02,KOSPI,2320,C,C,C,B,75300,139000,63700,84.59,1227467,157573,,
134380,미원화학,Miwon Chemicals,2011-02-15,KOSPI,2199,C,C,C,B+,61400,71600,10200,16.61,305441,25461,,
3650,미창석유,MichangOilInd,1989-09-27,KOSPI,1740,C,C,C,B,68000,79600,11600,17.06,944316,77992,,
59090,미코,MiCo Ltd.,2002-01-15,KOSDAQ,33417,,,,,13350,11300,-2050,-15.36,92850719,1330061,,
214610,미코바이오메드,"MiCo BioMed Co., Ltd.",2020-10-22,KOSDAQ,18297,,,,,10250,7400,-2850,-27.8,111344909,1447785,,
201490,미투온,"Me2on Co., Ltd",2016-10-10,KOSDAQ,31258,,,,,6900,5960,-940,-13.62,307506003,2300191,,
950190,미투젠,ME2ZEN Limited,2020-08-18,KOSDAQ,13580,,,,,23850,19300,-4550,-19.08,28988857,648940,,
214180,민앤지,"Minwise Co.,Ltd.",2015-06-30,KOSDAQ,13257,,,,,16600,17550,950,5.72,22599205,453243,,
155900,바다로19호,Badaro No.19 Ship Investment Company,2012-06-29,KOSPI,15200,,,,,2410,3175,765,31.74,20425158,60422,,
206640,바디텍메드,Boditech Med Inc.,2014-12-29,KOSDAQ,23487,,,,,16650,16700,50,0.3,128000003,2731681,,
18700,바른손,Barunson,1994-03-18,KOSDAQ,35120,,,,,2895,3915,1020,35.23,647779871,2935640,,
35620,바른손이앤에이,Barunson Entertainment & Arts Corporation,1999-08-13,KOSDAQ,74440,,,,,1405,1350,-55,-3.91,638540284,1044639,,
64520,바른전자,"Barun Electronics Co., Ltd.",2002-12-04,KOSDAQ,83686,,,,,944,944,0,0,0,0,,
53030,바이넥스,"Binex Co., Ltd.",2001-08-07,KOSDAQ,31761,,,,,16250,15100,-1150,-7.08,316606092,7170713,,
301300,바이브컴퍼니,VAIV company Inc.,2020-10-28,KOSDAQ,5541,,,,,28850,42000,13150,45.58,34020918,1556873,,
64550,바이오니아,BIONEER CORPORATION,2005-12-29,KOSDAQ,25810,,,,,16350,42750,26400,161.47,411986825,19517016,,
314930,바이오다인,"BIODYNE CO., LTD.",2021-03-17,KOSDAQ,6168,,,,,,,,,,,,
208710,바이오로그디바이스,"BIOLOG DEVICE CO., LTD",2014-12-24,KOSDAQ,41431,,,,,1630,2030,400,24.54,1715670152,7763703,,
142760,바이오리더스,Bioleaders Corporation,2016-07-07,KOSDAQ,30012,,,,,4920,8260,3340,67.89,502905681,5216487,,
86820,바이오솔루션,"Bio Solution Co.,Ltd.",2018-08-20,KOSDAQ,8108,,,,,26650,17750,-8900,-33.4,16208892,437508,,
38460,바이오스마트,"BioSmart Co., Ltd.",2000-06-22,KOSDAQ,20088,,,,,5620,5240,-380,-6.76,264767183,1877085,,
281310,바이오시네틱스,BIOSYNECTICS,2017-12-15,KONEX,2651,,,,,6390,7900,1510,23.63,416846,3874,,
251120,바이오에프디엔씨,"BIO-FD&C Co.,Ltd.",2022-02-21,KOSDAQ,8696,,,,,,,,,,,,
266470,바이오인프라생명과학,BioInfra Life Science,2020-07-22,KONEX,14107,,,,,2495,1800,-695,-27.86,4485573,13394,,
86040,바이오톡스텍,"Biotoxtech Co., Ltd.",2007-09-21,KOSDAQ,14667,,,,,9290,8370,-920,-9.9,58802806,590499,,
199290,바이오프로테크,BIOPROTECH,2016-12-08,KONEX,5177,,,,,2700,851,-1849,-68.48,345292,262,,
99430,바이오플러스,"Bio Plus Co., Ltd",2021-09-27,KOSDAQ,14364,,,,,,,,,,,,
32980,바이온,"BYON Co., Ltd.",1997-08-06,KOSDAQ,66901,,,,,1270,732,-538,-42.36,213746690,265657,,
222160,바이옵트로,Bioptro Inc.,2021-11-18,KOSDAQ,8144,,,,,3833,7750,3917,102.19,51653174,425791,,
308080,바이젠셀,ViGenCell Inc.,2021-08-25,KOSDAQ,9442,,,,,,,,,,,,
43150,바텍,"Value Added Technology Co., Ltd.",2006-09-29,KOSDAQ,14854,,,,,26500,38250,11750,44.34,20681080,754251,,
323990,박셀바이오,Vaxcell-Bio Therapeutics,2020-09-22,KOSDAQ,15223,,,,,95900,41750,-54150,-56.47,131930815,10457635,,
3610,방림,Pangrim,1989-05-30,KOSPI,42314,C,C,C,B+,2115,3565,1450,68.56,165275961,467426,"19,625",384
267790,배럴,"BARREL Co., Ltd.",2018-02-01,KOSDAQ,7886,,,,,10200,9430,-770,-7.55,15094800,156569,,
1340,백광산업,PaikkwangIndustrial,1976-06-10,KOSPI,44918,B,B,C,B,3995,4330,335,8.39,554196286,3109357,"209,613","4,171"
46310,백금T&A,BG T&A Co.,2002-02-05,KOSDAQ,16419,,,,,2925,3720,795,27.18,265361801,1121060,,
35150,백산,Baiksan,1999-08-11,KOSPI,24200,C,C,B,B,8300,10000,1700,20.48,222042700,2215841,,
66410,버킷스튜디오,"BUCKET STUDIO Co.,Ltd.",2003-12-19,KOSDAQ,54734,,,,,1710,3715,2005,117.25,1627757504,8293951,,
2410,범양건영,BUMYANG CONSTRUCTION,1988-05-25,KOSPI,24832,C,D,B,C,4695,3995,-700,-14.91,512258757,4059797,,
206400,베노홀딩스,"Benoholdings, lnc.",2014-12-10,KOSDAQ,27334,,,,,6080,4185,-1895,-31.17,31094754,180084,,
19010,베뉴지,"VenueG Co.,Ltd.",1993-11-05,KOSDAQ,48200,,,,,1785,2135,350,19.61,162493365,404147,,
322190,베른,VERNE,2020-12-29,KONEX,8925,,,,,1195,1190,-5,-0.42,2050105,2681,,
177350,베셀,"Vessel Co., Ltd",2015-06-19,KOSDAQ,11822,,,,,5390,4385,-1005,-18.65,129094146,647681,,
299910,베스파,Vespa Inc.,2018-12-03,KOSDAQ,8207,,,,,16850,3165,-13685,-81.22,22915038,252716,,
7210,벽산,Byuksan,1972-01-04,KOSPI,68560,B,B+,B,B,2335,3770,1435,61.46,675466897,2883550,"85,481","1,557"
225530,보광산업,"BoKwang Industry Co.,Ltd",2015-12-17,KOSDAQ,36339,,,,,5170,7400,2230,43.13,280855649,2481793,,
250000,보라티알,"BORATR CO., Ltd.",2017-06-08,KOSDAQ,6751,,,,,13700,12250,-1450,-10.58,28654384,502416,,
2760,보락,Bolak,1989-11-30,KOSPI,59900,C,D,C,B,2040,1955,-85,-4.17,433287751,1102089,,
3850,보령제약,BoryungPharm,1988-10-24,KOSPI,68690,B+,B,A,B+,17339,12650,-4689,-27.04,141030917,2945823,,
6910,보성파워텍,"BOSUNG POWER TECHNOLOGY CO., LTD.",1994-09-07,KOSDAQ,49130,,,,,2450,7000,4550,185.71,1941938656,9051587,,
890,보해양조,BohaeBrewery,1988-09-23,KOSPI,138014,C,D,C,B,1065,891,-174,-16.34,1301481105,1631955,,
226340,본느,"Bonne Co., Ltd.",2015-11-05,KOSDAQ,30700,,,,,3140,2440,-700,-22.29,228603072,786696,,
206950,볼빅,Volvik,2015-12-30,KONEX,4183,,,,,3690,3840,150,4.07,6182,24,,
8470,부스타,"BOOSTER CO., LTD",2011-02-23,KOSDAQ,8405,,,,,6150,5630,-520,-8.46,44604224,345247,,
3000,부광약품,BukwangPharmaceutical,1988-08-05,KOSPI,71063,C,D,D,B+,22600,12250,-10350,-45.8,298550287,5302136,,
1275,부국증권우,BookookSecurities(1P),1989-11-10,KOSPI,3000,,,,,19550,21700,2150,11,273166,6002,,
1270,부국증권,BookookSecurities,1988-07-19,KOSPI,10370,C,D,B,C,21600,23850,2250,10.42,1338506,32974,,
26940,부국철강,Bookook Steel,2008-10-14,KOSPI,20000,C,D,C,B,4080,4330,250,6.13,410724703,2556083,,
14470,부방,"Bubang Co., Ltd.",1994-02-25,KOSDAQ,60052,,,,,2660,2175,-485,-18.23,348321222,1293528,,
11390,부산산업,BusanIndustrial,1990-09-14,KOSPI,1056,C,D,D,B,118000,92100,-25900,-21.95,2361458,321627,,
5030,부산주공,PusanCastIron,1975-12-26,KOSPI,65974,C,B,D,B,641,489,-152,-23.71,323894457,218274,"82,405","1,526"
338220,뷰노,"VUNO, Inc.",2021-02-26,KOSDAQ,11249,,,,,23850,10450,-13400,-56.18,29939046,649258,,
100120,뷰웍스,"Vieworks Co., Ltd.",2009-04-10,KOSDAQ,10002,,,,,34200,38700,4500,13.16,15654305,628649,,
337930,브랜드엑스코퍼레이션,"Brand X Co., Ltd.",2020-08-13,KOSDAQ,29572,,,,,7145,7990,845,11.83,50687935,601345,,
99390,브레인즈컴퍼니,"Brainzcompany Co., Ltd.",2021-08-19,KOSDAQ,4109,,,,,,,,,,,,
64480,브리지텍,BRIDGETEC Corp.,2008-06-04,KOSDAQ,11953,,,,,3785,5880,2095,55.35,159719790,924176,,
288330,브릿지바이오테라퓨틱스,"BRIDGE BIOTHERAPEUTICS, INC.",2019-12-20,KOSDAQ,19717,,,,,13150,12200,-950,-7.22,30432907,407852,,
365900,브이씨,VC Inc.,2022-02-24,KOSDAQ,6988,,,,,,,,,,,,
251630,브이원텍,"V-ONE TECH CO., LTD.",2017-07-13,KOSDAQ,15051,,,,,10800,9780,-1020,-9.44,40817351,454260,,
18290,브이티지엠피,"VT GMP Co.,Ltd.",1994-09-07,KOSDAQ,34484,C,C,C,B+,8050,6790,-1260,-15.65,83837245,726296,,
44480,블루베리 NFT,Blueberry NFT,2001-01-11,KOSDAQ,32344,,,,,2375,3735,1360,57.26,158496992,571712,,
33560,블루콤,"BLUECOM CO.,LTD.",2011-01-26,KOSDAQ,17100,,,,,6940,11400,4460,64.27,25498305,242676,,
191600,블루탑,BLUETOP,2016-08-05,KONEX,2850,,,,,6900,9480,2580,37.39,16750,142,,
369370,블리츠웨이,Blitzway,2020-12-23,KOSDAQ,35616,,,,,3346,6120,2774,82.9,47835442,206136,,
126340,비나텍,"VINA TECH CO.,LTD.",2020-09-23,KOSDAQ,5213,,,,,37978,36950,-1028,-2.71,15021151,741591,,
121800,비덴트,"Vidente Co., Ltd.",2011-12-01,KOSDAQ,50683,,,,,13600,17700,4100,30.15,1273509189,23426751,,
148140,비디아이,"BDI Co., LTD.",2017-11-09,KOSDAQ,43209,,,,,8280,727,-7553,-91.22,502349476,1540389,,
82800,비보존 헬스케어,"Vivozon Healthcare, Inc",2005-11-18,KOSDAQ,169907,,,,,1610,1020,-590,-36.65,339734594,490153,,
318410,비비씨,"Best Bristle Company CO., Ltd.",2020-09-21,KOSDAQ,5555,,,,,19900,12650,-7250,-36.43,6985190,124941,,
2070,비비안,VIVIEN CORPORATION,1976-07-13,KOSPI,29794,D,D,C,C,3400,2545,-855,-25.15,152195675,567171,,
100220,비상교육,VISANG EDUCATION INC,2008-06-30,KOSPI,12997,B,D,B+,B+,6660,7310,650,9.76,82713245,955141,,
146320,비씨엔씨,"BCnC Co., Ltd.",2022-03-03,KOSDAQ,12368,,,,,,,,,,,,
200780,비씨월드제약,"BCWORLDPHARM Co., Ltd.",2014-12-15,KOSDAQ,8892,,,,,16400,12900,-3500,-21.34,27822491,522272,,
141000,비아트론,"Viatron Technologies, Inc.",2012-05-04,KOSDAQ,12115,,,,,10650,10400,-250,-2.35,25336046,281436,,
90460,비에이치,"BH Co., Ltd.",2007-01-26,KOSDAQ,33810,B+,B+,B+,B+,17950,19450,1500,8.36,152559961,3116710,"16,603",341
83650,비에이치아이,"BHI Co., LTD.",2005-12-02,KOSDAQ,26000,,,,,3330,5650,2320,69.67,227700539,1270223,,
215050,비엔디생활건강,"B&D Life Health CO.,LTD.",2015-03-30,KONEX,2122,,,,,1405,958,-447,-31.81,377270,530,,
32790,BNGT,BNGT,1997-06-26,KOSDAQ,29534,,,,,4075,4075,0,0,0,0,,
86670,비엠티,"BMT Co.,Ltd.",2007-11-02,KOSDAQ,8147,,,,,11450,12750,1300,11.35,25820640,343535,,
335890,비올,"VIOL Co., Ltd.",2019-12-03,KOSDAQ,57224,,,,,2150,2430,280,13.02,118811609,273564,,
138580,비즈니스온,"BusinessOn Communication Co., Ltd",2017-11-30,KOSDAQ,22556,,,,,8790,11050,2260,25.71,27253273,589537,,
82920,비츠로셀,"VITZROCELL Co., Ltd.",2009-10-28,KOSDAQ,21539,B+,B,B+,B+,15100,14000,-1100,-7.28,26742046,411667,,
54220,비츠로시스,"VitzroSys., Co. LTD",2001-12-26,KOSDAQ,25161,,,,,5670,5670,0,0,0,0,,
42370,비츠로테크,"Vitzro Tech Co., LTD.",2000-08-03,KOSDAQ,26200,,,,,9420,9370,-50,-0.53,112621180,1268896,,
30790,비케이탑스,BK TOPS,2010-11-02,KOSPI,15513,C,D,C,C,10900,2080,-8820,-80.92,224664293,1055848,,
307870,비투엔,B2En,2018-12-12,KOSDAQ,30181,,,,,4100,3180,-920,-22.44,101846769,421802,,
357880,비트나인,"Bitnine Co, Ltd.",2021-11-10,KOSDAQ,10354,,,,,,,,,,,,
32850,비트컴퓨터,BITComputer,1997-07-04,KOSDAQ,16623,,,,,8380,8590,210,2.51,203563486,2161956,,
148780,비플라이소프트,BFLYSOFT,2016-11-16,KONEX,5249,,,,,7030,10700,3670,52.2,2418683,27824,,
238200,비피도,BIFIDO. Co. Ltd,2018-12-26,KOSDAQ,8180,,,,,12751,8380,-4371,-34.28,30349827,457104,,
93190,빅솔론,"BIXOLON Co., Ltd",2007-08-20,KOSDAQ,19239,,,,,4685,6150,1465,31.27,23206167,150439,,
65450,빅텍,"VICTEK. Co., Ltd.",2003-02-05,KOSDAQ,28653,,,,,6910,6850,-60,-0.87,645357296,4453225,,
210120,빅텐츠,"Victory Contents Co.,Ltd.",2014-12-16,KONEX,1895,,,,,5300,13500,8200,154.72,492363,6531,,
5180,빙그레,Binggrae,1978-08-31,KOSPI,9851,A,A,A+,A,57500,53500,-4000,-6.96,8492816,513648,"59,763","1,187"
72950,빛샘전자,"VISSEM Electronics Co., Ltd.",2012-03-21,KOSDAQ,6231,,,,,6340,7200,860,13.56,47971151,418844,,
266170,뿌리깊은나무들,Redwoods,2017-06-09,KONEX,5823,,,,,1840,1805,-35,-1.9,637691,1321,,
143240,사람인에이치알,"SaraminHR Co., Ltd",2012-02-21,KOSDAQ,11659,B,D,B+,B,30450,41550,11100,36.45,7270841,306512,,
3960,사조대림,SAJODAERIM,1976-09-16,KOSPI,9164,B+,C,A,B+,16850,27350,10500,62.31,15846480,413676,,
8040,사조동아원,SAJODONGAONE,1989-06-24,KOSPI,141145,B,C,B,B+,1225,1260,35,2.86,1066139002,1484289,,
7160,사조산업,SajoIndustries,1989-07-25,KOSPI,5000,B,C,B,B+,39600,47850,8250,20.83,9528246,546218,,
14710,사조씨푸드,SAJOSEAFOOD,2012-06-29,KOSPI,17219,B,C,B+,B+,5240,6110,870,16.6,139373904,910775,,
6090,사조오양,OYANG,1986-12-24,KOSPI,9423,C,D,B,C,9960,9870,-90,-0.9,16034008,182023,,
100090,삼강엠앤티,"SAMKANG M&T Co., Ltd",2008-08-01,KOSDAQ,36574,,,,,14700,19000,4300,29.25,187587684,3799125,"22,592",385
122350,삼기,SAMKEE CORP.,2010-03-19,KOSDAQ,38339,,,,,3990,4390,400,10.03,587602494,3282804,"58,975","1,107"
14970,삼륭물산,Samryoong,1992-12-29,KOSDAQ,15125,,,,,7540,6190,-1350,-17.9,32786475,261650,,
18310,삼목에스폼,"SAMMOK S-FORM CO.,LTD.",1996-05-03,KOSDAQ,14700,,,,,9680,24400,14720,152.07,33202066,536377,"35,461",633
53700,삼보모터스,"SAMBO MOTORS CO., LTD.",2001-11-06,KOSDAQ,18824,,,,,7240,5140,-2100,-29.01,51392574,367592,,
9620,삼보산업,"SAMBO Industrial Co., Ltd.",1993-12-07,KOSDAQ,45256,,,,,1205,1545,340,28.22,953608142,2144835,"19,881",295
23600,삼보판지,"SAMBO CORRUGATED BOARD CO., LTD.",1996-05-29,KOSDAQ,16170,,,,,11850,13650,1800,15.19,23843412,366810,,
1470,삼부토건,SambuEngineering&Construction,1976-06-26,KOSPI,150356,C,C,D,B+,3620,2985,-635,-17.54,1803268636,5162695,,
6405,삼성SDI우,SAMSUNG SDI(1P),1989-11-24,KOSPI,1618,,,,,444500,265500,-179000,-40.27,1526402,629312,"561,574","11,601"
6400,삼성SDI,"SAMSUNG SDI CO.,LTD.",1979-02-27,KOSPI,68765,A,A,A+,B+,636000,481000,-155000,-24.37,73439351,49532710,"561,574","11,601"
6660,삼성공조,"SamsungClimateControlCo.,Ltd",1987-11-28,KOSPI,8126,C,C,C,B,8560,14200,5640,65.89,32367893,598182,,
377630,삼성스팩4호,SAMSUNG SPECIAL PURPOSE ACQUISITION 4 COMPANY,2021-05-21,KOSDAQ,4020,,,,,,,,,,,,
380320,삼성머스트스팩5호,SAMSUNG MUST SPECIAL PURPOSE ACQUISITION 5 COMPANY,2021-06-17,KOSDAQ,4810,,,,,,,,,,,,
02826K,삼성물산우B,SAMSUNG C&T CORPORATION(1PB),2015-09-15,KOSPI,1627,,,,,109000,108000,-1000,-0.92,2027948,261378,"85,212","1,805"
28260,삼성물산,SAMSUNG C&T CORPORATION,2014-12-18,KOSPI,186887,A,A,A+,A,118000,115000,-3000,-2.54,95919856,12210514,,
207940,삼성바이오로직스,SAMSUNG BIOLOGICS,2016-11-10,KOSPI,66165,A,A,A+,A,676983,787000,110017,16.25,25731004,22288244,"124,807","2,529"
32830,삼성생명,Samsung Life Insurance,2010-05-12,KOSPI,200000,A,A,A+,B+,81100,59800,-21300,-26.26,86999320,6438242,"66,825",911
18260,삼성에스디에스,"SAMSUNG SDS CO., LTD.",2014-11-14,KOSPI,77378,A,A,A+,A,180500,139500,-41000,-22.71,27663144,4712577,"95,277","1,949"
28050,삼성엔지니어링,SamsungEngineering,1996-12-24,KOSPI,196000,A,A,A+,A,13100,26600,13500,103.05,666683798,14548727,,
9155,삼성전기우,SamsungElectroMechanics(1P),1989-10-10,KOSPI,2907,,,,,102000,89300,-12700,-12.45,3245282,338634,,
9150,삼성전기,SamsungElectroMechanics,1979-02-27,KOSPI,74694,A,A,A+,B+,181000,155500,-25500,-14.09,135402769,24025110,"444,101","9,166"
5935,삼성전자우,SamsungElectronics(1P),1989-09-25,KOSPI,822887,,,,,71900,63300,-8600,-11.96,337221847,23832314,"12,532,779","177,112"
5930,삼성전자,SamsungElectronics,1975-06-11,KOSPI,5969783,B+,A,A+,B,80900,70000,-10900,-13.47,3922626366,303623447,"12,532,779","177,112"
1360,삼성제약,SAMSUNG PHARMACEUTICAL,1975-07-04,KOSPI,67162,C,D,C,B,6130,4325,-1805,-29.45,728650517,6256741,,
10145,삼성중공우,SamsungHeavyIndustries(1P),1994-11-22,KOSPI,115,,,,,206301,226000,19699,9.55,684197,210898,"383,168","6,234"
10140,삼성중공업,SamsungHeavyIndustries,1994-01-28,KOSPI,880000,B+,B,A,B+,5994,5860,-134,-2.24,1699200050,11111059,"383,168","6,234"
16360,삼성증권,SamsungSecurities,1988-03-28,KOSPI,89300,A,A,A+,B+,37550,41200,3650,9.72,92487616,4143285,,
