회사명,종목코드,업종,상장일,지역,영문 종목명,시장구분,상장주식수,ESG등급,환경,사회,지배구조,등락률,거래량_x,거래대금_x,온실가스 배출량(tCO2-eq),에너지 사용량(TJ),corp_code,stock_name,corp_cls,induty_code,est_dt,2021년 NCSI,자산총계,자본금,자본총계,매출액,영업이익,순이익,종가,시가총액,거래량_y,거래대금_y,통근버스운행,본인학자금,복지카드,업무활동비,자격증수당,위험수당,사대보험,워크샵,신입사원교육,직무향상교육,리더십교육,해외연수지원,도서비지원,외국어교육지원,자격증취득지원,총개수,기준가&종가 평균,업종 대분류,온실가스/매출액
메카로,241770,기타 화학제품 제조업,2017-12-06,경기도,"MECARO.CO.,LTD.",KOSDAQ,10193,,,,,-8.15,5019034,61058,,,,,,,,,,,,,,,14250,1.45E+11,33329,465949750,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,8,12950,화학제품 제조업,
에스트래픽,234300,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2017-12-05,경기도,"STraffic Co., Ltd.",KOSDAQ,25949,,,,,-8.72,173485177,1376789,,,,,,,,,,,,,,,5280,1.10E+11,47313,250562090,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4531.5,정보 통신 소프트웨어 및 공학연구,
케이씨텍,281820,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2017-12-05,경기도,KCTECH,KOSPI,20862,B,B,B,B,-17.59,30056836,810179,,,,,,,,,407295,10431,347805,319895,56138,42590,24300,5.07E+11,78608,1902361700,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,11,22300,기타 제조업,0
체리부로,66360,"도축, 육류 가공 및 저장 처리업",2017-12-04,충청북도,"Cherrybro Co.,Ltd",KOSDAQ,46872,,,,,-26.35,51749066,105575,15462,313,216434,체리부로,K,10121,19910907,,,,,,,,1475,69136751650,79655,116457150,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,6,1674,농업 어업 축산업 광업,
대원,7680,건물 건설업,2017-12-01,충청북도,"DAEWON CO., LTD.",KOSDAQ,13446,,,,,7.9,16099191,171550,22919,373,,,,,,,,,,,,,9390,1.26E+11,14166,133135790,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9470,"건축, 건설, 공사",
비즈니스온,138580,소프트웨어 개발 및 공급업,2017-11-30,서울특별시,"BusinessOn Communication Co., Ltd",KOSDAQ,22556,,,,,25.71,27253273,589537,,,,,,,,,,,,,,,14050,3.17E+11,358357,5075415850,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,6,9920,정보 통신 소프트웨어 및 공학연구,
동아타이어,282690,고무제품 제조업,2017-11-29,경상남도,DONG AH TIRE,KOSPI,13733,C,D,C,B+,16.27,7003356,86868,11361,229,,,,,,,,,,,,,12350,1.70E+11,18227,224176150,,,,,,,,,,,,,,,,,11300,기타 제조업,
삼양패키징,272550,플라스틱제품 제조업,2017-11-29,서울특별시,SAMYANG PACKAGING,KOSPI,14210,B+,B,B+,B+,-3.04,10636719,277547,140745,2872,,,,,,,,,,,,,24850,3.53E+11,14376,358710050,,,,,,,,,,,,,,,,,22650,화학제품 제조업,
스튜디오드래곤,253450,"영화, 비디오물, 방송프로그램 제작 및 배급업",2017-11-24,서울특별시,Studio Dragon Corporation,KOSDAQ,30014,B,D,B+,B+,-0.22,39218694,3653714,,,,,,,,,726865,15002,598649,498610,43263,28218,94500,2.84E+12,296454,27844426400,,,,,,,,,,,,,,,,,90900,"영화, 비디오물, 방송",0
비디아이,148140,일반 목적용 기계 제조업,2017-11-09,경기도,"BDI Co., LTD.",KOSDAQ,43209,,,,,-91.22,502349476,1540389,,,,,,,,,,,,,,,1305,42088108320,410608,528813725,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4503.5,"자동차, 기계, 장치, 장비 제조업",
EMB,278990,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2017-10-31,경기도,EMB,KONEX,3628,,,,,23.97,99147,704,,,,,,,,,,,,,,,10000,36282220000,485,4850560,,,,,,,,,,,,,,,,,6820,"자동차, 기계, 장치, 장비 제조업",
테이팩스,55490,플라스틱제품 제조업,2017-10-31,경기도,TAPEX,KOSPI,4718,B+,B+,B+,B+,87.55,14176633,955858,,,,,,,,,,,,,,,78300,3.69E+11,24963,1972721500,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,8,58875,화학제품 제조업,
롯데제과,280360,기타 식품 제조업,2017-10-30,서울특별시,LOTTE CONF,KOSPI,6417,A,A,A,A,-5.79,1886116,256461,122723,2496,,,,,,,2330671,3208,1247780,1546374,82693,30359,120000,7.70E+11,694,83773500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,117500,기타 제조업,0.079361784
탑선,180060,기타 전기장비 제조업,2017-10-27,전라남도,TOPSUN,KONEX,8807,,,,,17.13,794281,9626,,,,,,,,,,,,,,,13850,1.22E+11,7905,107041700,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,11725,기타 제조업,
영화테크,265560,자동차 신품 부품 제조업,2017-10-26,충청남도,"Younghwa Tech Co., Ltd.",KOSDAQ,10690,,,,,74.26,209022170,3969667,,,,,,,,,,,,,,,18150,1.94E+11,453414,8348847850,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,13850,"자동차, 기계, 장치, 장비 제조업",
세원,234100,자동차 신품 부품 제조업,2017-10-20,경기도,"Sewon Co.,Ltd",KOSDAQ,33482,,,,,-44.35,535250942,3095616,,,,,,,,,,,,,,,4210,1.41E+11,285483,1201356770,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4755,"자동차, 기계, 장치, 장비 제조업",
상신전자,263810,전자부품 제조업,2017-10-16,경상남도,"Sangshin Electronics Co.,Ltd.",KOSDAQ,14245,,,,,-3.77,129033288,652649,,,,,,,,,,,,,,,4200,59827815600,44823,188593160,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,4165,전자부품 및 반도체 제조,
야스,255440,특수 목적용 기계 제조업,2017-09-29,경기도,"YAS Co., Ltd",KOSDAQ,13058,,,,,-0.8,27949598,458078,,,,,,,,,,,,,,,16300,2.13E+11,74303,1209301800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12400,"자동차, 기계, 장치, 장비 제조업",
인산가,277410,기타 식품 제조업,2017-09-29,경상남도,INSAN Inc.,KOSDAQ,32383,,,,,17.11,391570096,1029897,,,,,,,,,,,,,,,2130,68345518740,132164,279649380,,,,,,,,,,,,,,,,,2062.5,기타 제조업,
휴온스블러썸,263920,그외 기타 제품 제조업,2017-09-28,인천광역시,Huons Blossom,KOSDAQ,49045,,,,,0,0,0,,,,,,,,,,,,,,,4555,2.23E+11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4555,기타 제조업,
신흥에스이씨,243840,일차전지 및 축전지 제조업,2017-09-27,경기도,"SHIN HEUNG ENERGY & ELECTRONICS CO., LTD.",KOSDAQ,7763,C,D,C,B,15.07,36230387,2509612,,,,,,,,,,,,,,,60700,4.71E+11,85718,5270079800,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,47100,기타 제조업,
유티아이,179900,전자부품 제조업,2017-09-27,충청남도,UTI INC.,KOSDAQ,16207,,,,,-27.47,17954826,278970,,,,,,,,,,,,,,,15950,2.59E+11,90208,1425284400,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,15700,전자부품 및 반도체 제조,
선익시스템,171090,특수 목적용 기계 제조업,2017-09-20,경기도,"SUNIC SYSTEM Co., Ltd.",KOSDAQ,9166,,,,,-2.67,216801388,5158605,,,,,,,,,,,,,,,22600,2.05E+11,92234,2091466550,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,4,16625,"자동차, 기계, 장치, 장비 제조업",
엠플러스,259630,특수 목적용 기계 제조업,2017-09-20,충청북도,mPlus Corp,KOSDAQ,12211,,,,,71.83,80860747,1483567,,,,,,,,,,,,,,,17600,2.02E+11,660449,11829802850,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,17125,"자동차, 기계, 장치, 장비 제조업",
앱클론,174900,의료용품 및 기타 의약 관련제품 제조업,2017-09-18,서울특별시,AbClon Inc.,KOSDAQ,15278,,,,,-53.39,27822950,596465,,,,,,,,,,,,,,,17350,2.65E+11,64262,1113549150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,22175,의료기기 의약품 제조업,
샘코,263540,"항공기,우주선 및 부품 제조업",2017-09-15,경상남도,Sacheon Aerospace Manufacturing Ind. Co. Ltd,KOSDAQ,2936,,,,,0,0,0,,,,,,,,,,,,,,,40300,60278604100,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4,40300,기타 제조업,
펄어비스,263750,소프트웨어 개발 및 공급업,2017-09-14,경기도,PearlAbyss Corp.,KOSDAQ,66222,B,D,B,B,73.6,197715126,19388761,,,,,,,,,765983,6540,638061,404024,167181,109778,134000,8.87E+12,708295,97321622300,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,77620,정보 통신 소프트웨어 및 공학연구,0
이십일스토어,270020,기타 비금속 광물제품 제조업,2017-09-08,강원도,21store,KONEX,3149,,,,,-9.33,2000,4,,,,,,,,,,,,,,,2040,6423998760,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2145,기타 제조업,
케이피에스,256940,특수 목적용 기계 제조업,2017-09-06,경기도,KPS Corporation,KOSDAQ,18749,,,,,-33.8,20061964,290256,,,,,,,,,,,,,,,13150,2.44E+11,115020,1519070950,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12340,"자동차, 기계, 장치, 장비 제조업",
시그넷이브이,260870,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2017-08-30,전라남도,SIGNET EV,KONEX,5698,,,,,70.19,6342099,341320,,,,,,,,,,,,,,,51300,2.86E+11,14869,761045600,,,,,,,,,,,,,,,,,38975,"자동차, 기계, 장치, 장비 제조업",
덕우전자,263600,전자부품 제조업,2017-08-28,경상북도,"DERKWOO ELECTRONICS CO.,LTD.",KOSDAQ,15930,,,,,-14.39,102371521,915962,,,,,,,,,,,,,,,9600,1.53E+11,796630,7526785800,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,8,7935,전자부품 및 반도체 제조,
명진홀딩스,267060,수산물 가공 및 저장 처리업,2017-08-24,서울특별시,Myungjin Holdings,KONEX,9142,,,,,-91.1,3606852,1880,,,,,,,,,,,,,,,285,2605414140,8535,2432443,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,814,농업 어업 축산업 광업,
이더블유케이,258610,"구조용 금속제품, 탱크 및 증기발생기 제조업",2017-08-22,부산광역시,EWK Inc.,KOSDAQ,21457,,,,,-44.3,33089701,232373,,,961507,이더블유케이,K,251,20090519,,,,,,,,5320,93810608360,42947,228988430,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6765,기타 제조업,
지엔원에너지,270520,"건축기술, 엔지니어링 및 관련 기술 서비스업",2017-08-22,경기도,"G Enone Energy Co.,Ltd.",KOSDAQ,31209,,,,,-34.41,227996202,905893,,,,,,,,,,,,,,,2755,85980541540,266061,727838150,,,,,,,,,,,,,,,,,2815,"건축, 건설, 공사",
알에스오토메이션,140670,전자부품 제조업,2017-08-11,경기도,"RS Automation Co., Ltd.",KOSDAQ,9303,,,,,55.21,60479839,765279,,,,,,,,,,,,,,,14550,1.35E+11,505359,7212818950,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,6,11140,전자부품 및 반도체 제조,
와이즈버즈,273060,광고업,2017-08-07,서울특별시,Wise birds Inc.,KOSDAQ,50450,B,D,B,B+,-2.59,89036393,186871,,,,,,,,,,,,,,,1755,85225857210,122327,215072460,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1717.5,사업지원 서비스업,
모트렉스,118990,자동차 신품 부품 제조업,2017-08-04,경기도,"MOTREX CO.,LTD",KOSDAQ,41271,,,,,5.36,253941623,1625059,,,,,,,,,,,,,,,6900,2.81E+11,2251983,15249902160,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,5555,"자동차, 기계, 장치, 장비 제조업",
데이타솔루션,263800,기계장비 및 관련 물품 도매업,2017-08-03,서울특별시,"Datasolution, Inc.",KOSDAQ,16112,,,,,29.39,110276373,752143,,,,,,,,,,,,,,,6730,1.08E+11,987124,6562599700,,,,,,,,,,,,,,,,,6595,도매 소매업,
지니언스,263860,소프트웨어 개발 및 공급업,2017-08-02,경기도,"GENIANS, INC.",KOSDAQ,9445,,,,,29.21,66477987,652759,,,,,,,,,,,,,,,12850,1.21E+11,133730,1697380400,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,8,9180,정보 통신 소프트웨어 및 공학연구,
디앤씨미디어,263720,"서적, 잡지 및 기타 인쇄물 출판업",2017-08-01,서울특별시,"D&C MEDIA CO.,LTD.",KOSDAQ,12275,,,,,-14.86,30355943,1404775,,,,,,,,,63079,6138,56785,25573,2896,4635,41750,5.12E+11,32042,1335850200,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,32075,기타 서비스업,0
셀트리온헬스케어,91990,기타 전문 도매업,2017-07-28,인천광역시,"Celltrion Healthcare Co., Ltd.",KOSDAQ,155061,B+,D,B,A,-42.7,215471457,21759405,,,,,,,,,3457108,155028,2135463,1470007,91338,76205,80200,1.24E+13,536046,43078480100,,,,,,,,,,,,,,,,,91412,도매 소매업,0
이즈미디어,181340,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2017-07-26,경기도,"isMedia Co., Ltd",KOSDAQ,7120,,,,,-52.5,58841303,1279807,,,,,,,,,,,,,,,15950,1.14E+11,217196,3354102900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6389,기타 제조업,
루켄테크놀러지스,162120,기타 전기장비 제조업,2017-07-25,경기도,LUKEN Technologies,KONEX,10990,,,,,-54.24,4086943,22233,,,,,,,,,,,,,,,4050,41311883250,12354,49567855,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,6625,기타 제조업,
힘스,238490,특수 목적용 기계 제조업,2017-07-20,인천광역시,"HIMS CO., LTD.",KOSDAQ,11312,,,,,-26.02,18663928,214930,,,,,,,,,,,,,,,10000,1.13E+11,78923,789599780,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,11135,"자동차, 기계, 장치, 장비 제조업",
제일약품,271980,의약품 제조업,2017-07-17,서울특별시,JEIL PHARM,KOSPI,14705,C,D,B,B,-29.9,30008330,1239149,,,,,,,,,409559,7352,177825,701637,-1291,1067,33950,4.99E+11,96310,3267158900,,,,,,,,,,,,,,,,,33000,의료기기 의약품 제조업,0
브이원텍,251630,특수 목적용 기계 제조업,2017-07-13,경기도,"V-ONE TECH CO., LTD.",KOSDAQ,15051,,,,,-9.44,40817351,454260,,,,,,,,,,,,,,,9500,1.43E+11,304932,2853927090,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,5,10290,"자동차, 기계, 장치, 장비 제조업",
아우딘퓨쳐스,227610,기타 화학제품 제조업,2017-07-12,서울특별시,"Outin Futures Co., Ltd.",KOSDAQ,22179,,,,,-13.16,74487253,153573,,,,,,,,,,,,,,,1450,32159329600,83050,121022830,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1775,화학제품 제조업,
이녹스첨단소재,272290,전자부품 제조업,2017-07-10,충청남도,"INNOX Advanced Materials Co., Ltd.",KOSDAQ,19782,B,B,D,B+,88.85,87826923,4454939,,,,,,,,,437358,9821,312006,445851,91093,75230,45650,8.97E+11,217700,10002783250,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,5,31737.5,전자부품 및 반도체 제조,0
카카오,35720,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2017-07-10,제주특별자치도,Kakao,KOSPI,446123,A,A,A+,A,9.93,798043475,106214673,,,,,,,,78,7345506,44301,5325445,1779195,300064,-117879,114500,5.10E+13,1846049,2.12E+11,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,10,96915,정보 통신 소프트웨어 및 공학연구,0
오리온,271560,기타 식품 제조업,2017-07-07,서울특별시,ORION,KOSPI,39536,A,A,A,B+,-34.85,25279339,2890590,67947,1335,,,,,,,1206951,19768,808633,769223,114170,75659,104000,4.11E+12,58761,6095732500,,,,,,,,,,,,,,,,,107350,기타 제조업,0.088331992
하림지주,3380,기타 금융업,2017-06-30,전라북도,"Harim Holdings Co., Ltd.",KOSDAQ,92342,B+,B+,B+,B+,16.69,112731069,1168859,,,,,,,,,1781106,9276,1087712,44864,29883,28005,9360,8.64E+11,115360,1082025420,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9610,금융,0
덴티스,261200,의료용 기기 제조업,2017-06-26,대구광역시,"DENTIS CO.,LTD",KOSDAQ,14758,,,,,-12.03,74987268,581113,,,1187494,덴티스,K,271,20161201,,,,,,,,9000,1.33E+11,170008,1561752250,,,,,,,,,,,,,,,,,9914.5,의료기기 의약품 제조업,
메디안디노스틱,233250,의료용품 및 기타 의약 관련제품 제조업,2017-06-26,강원도,Median Diagnostics,KONEX,1747,,,,,-14.55,17960,688,,,,,,,,,,,,,,,33900,59207502600,71,2408500,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,4,45575,의료기기 의약품 제조업,
나인테크,267320,특수 목적용 기계 제조업,2017-06-22,경기도,"Naintech. CO.,LTD.",KOSDAQ,39397,,,,,-23.23,332627755,1635586,,,,,,,,,,,,,,,4270,1.68E+11,592409,2516695375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3862.5,"자동차, 기계, 장치, 장비 제조업",
다이오진,271850,자연과학 및 공학 연구개발업,2017-06-19,경기도,DIOGENE,KONEX,3123,,,,,14.88,355415,1024,,,,,,,,,,,,,,,3005,9384615000,107,307995,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2310,정보 통신 소프트웨어 및 공학연구,
에스알바이오텍,270210,기타 화학제품 제조업,2017-06-15,경기도,SR biotek,KONEX,807,,,,,1.53,94413,520,,,1187458,에스알바이오텍,N,20423,20070514,,,,,,,,5990,4832779920,0,0,,,,,,,,,,,,,,,,,5260,화학제품 제조업,
뿌리깊은나무들,266170,"영화, 비디오물, 방송프로그램 제작 및 배급업",2017-06-09,서울특별시,Redwoods,KONEX,5823,,,,,-1.9,637691,1321,,,,,,,,,,,,,,,2390,13917056040,9513,22224755,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1822.5,"영화, 비디오물, 방송",
보라티알,250000,음·식료품 및 담배 도매업,2017-06-08,서울특별시,"BORATR CO., Ltd.",KOSDAQ,6751,,,,,-10.58,28654384,502416,,,,,,,,,,,,,,,13350,90122285550,66143,880963150,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,12975,도매 소매업,
매일유업,267980,낙농제품 및 식용빙과류 제조업,2017-06-05,서울특별시,"Maeil Dairies Co., Ltd.",KOSDAQ,7844,B+,B,A,B+,-4.85,5687696,423927,121163,2314,,,,,,77,752136,3922,448308,1460442,88356,58954,68200,5.35E+11,6128,418076400,,,,,,,,,,,,,,,,,68400,기타 제조업,0.08296324
삼양옵틱스,225190,사진장비 및 광학기기 제조업,2017-06-02,경상남도,"SAMYANG OPTICS CO., LTD",KOSDAQ,10120,,,,,22.93,11822501,125042,,,,,,,,,,,,,,,10300,1.04E+11,35141,361129900,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,6,10110,기타 제조업,
이랜시스,264850,전자부품 제조업,2017-06-01,인천광역시,"Elensys Co.,Ltd.",KOSDAQ,29026,,,,,56.85,318253901,1203387,,,,,,,,,,,,,,,3420,99267798240,439680,1483167255,,,,,,,,,,,,,,,,,2857.5,전자부품 및 반도체 제조,
필옵틱스,161580,특수 목적용 기계 제조업,2017-06-01,경기도,"PHILOPTICS CO., LTD.",KOSDAQ,20953,,,,,-28.33,28045501,320676,,,,,,,,,,,,,,,10250,2.15E+11,43199,437470600,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,4,10300,"자동차, 기계, 장치, 장비 제조업",
미원에스씨,268280,기초 화학물질 제조업,2017-05-22,전라북도,Miwon Specialty Chemical,KOSPI,5100,C,C,C,B+,67.97,927036,175019,,,,,,,,,324589,2634,262255,371990,49398,34864,218000,1.11E+12,1374,297266000,,,,,,,,,,,,,,,,,154750,화학제품 제조업,0
경동도시가스,267290,연료용 가스 제조 및 배관공급업,2017-05-12,울산광역시,KYUNGDONG CITY GAS,KOSPI,5895,A,B+,A,A,21.81,18118108,492954,,,,,,,,,,,,,,,22450,1.32E+11,16079,360162500,,,,,,,,,,,,,,,,,20850,기타 제조업,
넷마블,251270,소프트웨어 개발 및 공급업,2017-05-12,서울특별시,Netmarble Corporation,KOSPI,85954,B+,D,B+,A,-8.86,69387932,8883860,,,,,,,,,6514110,8585,5148108,1378429,97860,103420,127500,1.10E+13,476594,61401228000,,,,,,,,,,,,,,,,,113250,정보 통신 소프트웨어 및 공학연구,0
현대건설기계,267270,일반 목적용 기계 제조업,2017-05-10,서울특별시,HYUNDAI CE,KOSPI,19701,A,B+,A+,A,-2.63,49057248,2480727,12409,223,,,,,,,2353816,98504,1182026,2143145,67065,111285,39800,7.84E+11,60425,2412869500,,,,,,,,,,,,,,,,,39475,"자동차, 기계, 장치, 장비 제조업",0.005790089
현대일렉트릭,267260,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2017-05-10,서울특별시,HYUNDAI ELECTRIC,KOSPI,36047,A,A,A+,A,6.18,99507312,2221858,32880,667,,,,,,,1938946,180236,646758,1554243,4743,-32960,20050,7.23E+11,75691,1517284800,,,,,,,,,,,,,,,,,19175,"자동차, 기계, 장치, 장비 제조업",0.021154993
현대중공업지주,267250,석유 정제품 제조업,2017-05-10,서울특별시,HYUNDAI HEAVY INDUSTRIES HOLDINGS,KOSPI,78993,A,A,A+,A,-4.68,54840974,3782695,,,,,,,,,7727859,81433,5532837,375932,300814,86433,53600,4.23E+12,189628,10161602000,,,,,,,,,,,,,,,,,54200,기타 제조업,0
포인트엔지니어링,256630,기타 금속 가공제품 제조업,2017-05-02,충청남도,"POINT ENGINEERING Co., Ltd.",KOSDAQ,57724,,,,,-1.81,180321495,679746,,,,,,,,,,,,,,,3345,1.93E+11,492041,1625462585,,,,,,,,,,,,,,,,,3017.5,기타 제조업,
앙츠,267810,컴퓨터 및 통신장비 수리업,2017-04-28,서울특별시,ANTZ,KONEX,1787,,,,,-19.84,182374,270,,,,,,,,,,,,,,,1595,2850265000,1501,2399095,,,,,,,,,,,,,,,,,1657.5,정보 통신 소프트웨어 및 공학연구,
하나머티리얼즈,166090,반도체 제조업,2017-04-28,충청남도,Hana Materials Inc.,KOSDAQ,19753,,,,,58.93,39676665,1929133,,,,,,,,,443679,9869,256975,271101,82270,66672,62500,1.23E+12,80281,5023682700,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,6,40975,전자부품 및 반도체 제조,0
소프트캠프,258790,소프트웨어 개발 및 공급업,2017-04-27,경기도,"SOFTCAMP CO., LTD",KOSDAQ,24991,,,,,-16.61,442211099,1733982,,,,,,,,,,,,,,,3025,75598634100,299605,900963345,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,2650,정보 통신 소프트웨어 및 공학연구,
와이엠티,251370,기초 화학물질 제조업,2017-04-27,인천광역시,"YMT CO., LTD.",KOSDAQ,15101,,,,,6.43,18852603,402877,,,,,,,,,,,,,,,22800,3.41E+11,145307,3292925100,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,4,19250,화학제품 제조업,
엠앤씨생명과학,225860,기타 화학제품 제조업,2017-04-25,경기도,M&C Life Science,KONEX,17037,,,,,10.29,885290,63,,,,,,,,,,,,,,,75,1277785350,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,71.5,화학제품 제조업,
파워풀엑스,266870,생활용품 도매업,2017-04-24,서울특별시,Power Fulx,KONEX,6409,,,,,40.26,1495993,1928,,,,,,,,,,,,,,,1290,8267197200,3028,3785800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1092,도매 소매업,
크라운제과,264900,기타 식품 제조업,2017-04-11,서울특별시,CROWN,KOSPI,12524,B,C,B+,B+,-12.16,62737959,893986,,,,,,,,,,,,,,,9190,1.15E+11,8649,79494270,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9580,기타 제조업,
AP시스템,265520,특수 목적용 기계 제조업,2017-04-07,경기도,Advanced Process Systems Corporation,KOSDAQ,15281,D,D,D,C,-14.34,47162406,1319267,,,,,,,,,368781,7641,136563,583332,45122,24000,25150,3.84E+11,123779,3088746800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25900,"자동차, 기계, 장치, 장비 제조업",0
유에스티,263770,1차 철강 제조업,2017-04-06,경상북도,"UST CO., LTD.",KOSDAQ,23700,,,,,-1.06,76677528,475136,,,,,,,,,,,,,,,4945,1.17E+11,176500,866107725,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,5620,기타 제조업,
이엘피,63760,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2017-04-06,경기도,ELP Corp.,KOSDAQ,9325,,,,,-0.41,25506734,196051,,,,,,,,,,,,,,,7620,71057490600,29272,220831120,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,6,6283,기타 제조업,
유비쿼스,264450,통신 및 방송 장비 제조업,2017-03-31,경기도,Ubiquoss Inc.,KOSDAQ,10246,,,,,2.23,16179494,367744,,,,,,,,,,,,,,,23600,2.42E+11,131280,3034525650,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,20375,"자동차, 기계, 장치, 장비 제조업",
서진시스템,178320,통신 및 방송 장비 제조업,2017-03-27,경기도,"SEOJIN SYSTEM CO., LTD",KOSDAQ,18790,C,C,C,B,-18.49,62061547,2580149,,,,,,,,,364596,9050,158168,58599,320,-19811,41950,7.88E+11,273640,11478579150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,37300,"자동차, 기계, 장치, 장비 제조업",0
코미코,183300,특수 목적용 기계 제조업,2017-03-23,경기도,KoMiCo Ltd.,KOSDAQ,10020,,,,,-3.75,15664754,1081957,,,,,,,,,241185,4994,175390,94509,6905,23344,67100,6.72E+11,20676,1381432600,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,7,52300,"자동차, 기계, 장치, 장비 제조업",0
아스타,246720,의료용품 및 기타 의약 관련제품 제조업,2017-03-20,경기도,"ASTA Co., Ltd.",KOSDAQ,12665,,,,,-12.72,14720652,87605,,,,,,,,,,,,,,,4900,62057417100,10592,51323925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4565,의료기기 의약품 제조업,
덴티움,145720,의료용 기기 제조업,2017-03-15,서울특별시,DENTIUM,KOSPI,11069,B,D,B,B+,13.48,26637956,1835761,,,,,,,,,487488,6184,220698,178843,28971,14448,72000,7.97E+11,363695,26656956400,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,5,66500,의료기기 의약품 제조업,0
에스디생명공학,217480,기타 화학제품 제조업,2017-03-02,서울특별시,"SD BIOTECHNOLOGIES CO., LTD.",KOSDAQ,22415,,,,,-35.76,61144148,261977,,,,,,,,,,,,,,,3180,71279909880,42786,138639625,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,4,4052.5,화학제품 제조업,
신신제약,2800,의약품 제조업,2017-02-28,세종특별자치시,"SINSIN PHARMACEUTICAL CO., LTD.",KOSDAQ,15171,,,,,-26.21,26093284,216389,,,,,,,,,,,,,,,6440,97698020000,13277,85482310,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6630,의료기기 의약품 제조업,
