회사명,종목코드,업종,상장일,지역,영문 종목명,시장구분,상장주식수,ESG등급,환경,사회,지배구조,등락률,거래량_x,거래대금_x,온실가스 배출량(tCO2-eq),에너지 사용량(TJ),corp_code,stock_name,corp_cls,induty_code,est_dt,2021년 NCSI,자산총계,자본금,자본총계,매출액,영업이익,순이익,종가,시가총액,거래량_y,거래대금_y,통근버스운행,본인학자금,복지카드,업무활동비,자격증수당,위험수당,사대보험,워크샵,신입사원교육,직무향상교육,리더십교육,해외연수지원,도서비지원,외국어교육지원,자격증취득지원,총개수,기준가&종가 평균,업종 대분류,온실가스/매출액
에프엔에스테크,83500,특수 목적용 기계 제조업,2017-02-27,충청남도,"FNS TECH. Co.,Ltd.",KOSDAQ,8386,,,,,-11.84,57807175,777969,,,,,,,,,,,,,,,12600,1.06E+11,85039,1072589000,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,9,10725,"자동차, 기계, 장치, 장비 제조업",
모바일어플라이언스,87260,소프트웨어 개발 및 공급업,2017-02-24,경기도,"MOBILE APPLIANCE, INC.",KOSDAQ,32462,,,,,-10.83,226436458,992032,,,,,,,,,,,,,,,4265,1.38E+11,1189255,5055506925,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,8,3930,정보 통신 소프트웨어 및 공학연구,
피씨엘,241820,의료용품 및 기타 의약 관련제품 제조업,2017-02-23,서울특별시,PCL. Inc,KOSDAQ,10369,,,,,11.65,35354814,1787977,,,,,,,,,,,,,,,36050,3.74E+11,26429,935792350,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4,36775,의료기기 의약품 제조업,
호전실업,111110,봉제의복 제조업,2017-02-02,서울특별시,Hojeon,KOSPI,9494,C,D,C,B+,-0.98,28993713,364746,,,,,,,,,,,,,,,10200,96180645000,21676,221266050,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,4,10150,기타 제조업,
서플러스글로벌,140070,기계장비 및 관련 물품 도매업,2017-01-25,경기도,"SurplusGLOBAL,Inc.",KOSDAQ,36988,,,,,-6.46,169001909,955211,,,,,,,,,,,,,,,4390,1.62E+11,92536,404156880,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,4272.5,도매 소매업,
유바이오로직스,206650,의약품 제조업,2017-01-24,서울특별시,"EuBiologics Co., Ltd.",KOSDAQ,36287,,,,,40.06,278240624,11234857,,,,,,,,,155955,17433,96877,28490,-5962,-60134,33900,1.23E+12,322957,11005870900,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,21125,의료기기 의약품 제조업,0
도부마스크,227420,기타 섬유제품 제조업,2016-12-28,서울특별시,DOBU MASK,KONEX,8616,,,,,-50.22,1897853,9735,,,,,,,,,,,,,,,6060,52210554180,55008,328842460,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5167.5,기타 제조업,
한국비엔씨,256840,기초 의약물질 및 생물학적 제제 제조업,2016-12-28,대구광역시,"BNC Korea Co, Ltd",KOSDAQ,51532,,,,,141.98,1562909440,36906076,,,,,,,,,,,,,,,28750,1.48E+12,8974547,2.60E+11,,,,,,,,,,,,,,,,,11412,의료기기 의약품 제조업,
피엔아이컴퍼니,242350,"영화, 비디오물, 방송프로그램 제작 및 배급업",2016-12-22,제주특별자치도,PNIcompany,KONEX,4762,,,,,379.09,2485165,4157,,,,,,,,,,,,,,,3820,18189006400,6819,24697705,,,,,,,,,,,,,,,,,2354,"영화, 비디오물, 방송",
DSC인베스트먼트,241520,신탁업 및 집합투자업,2016-12-19,서울특별시,DSC Investment Inc.,KOSDAQ,27811,,,,,29.69,489881454,3075429,,,,,,,,,,,,,,,6060,1.69E+11,309294,1861186840,,,,,,,,,,,,,,,,,5145,금융,
TS인베스트먼트,246690,신탁업 및 집합투자업,2016-12-15,서울특별시,T.S.Investment Corporation,KOSDAQ,39126,,,,,3.9,496866814,2595445,,,778235,TS인베스트먼트,K,64209,20080228,,,,,,,,2730,1.07E+11,213242,580409040,,,,,,,,,,,,,,,,,2536.5,금융,
셀젠텍,258250,소프트웨어 개발 및 공급업,2016-12-13,충청북도,CELLGENTEK,KONEX,4495,,,,,-47,1026603,11509,,,,,,,,,,,,,,,8800,39556026400,2433,21376400,,,,,,,,,,,,,,,,,12125,정보 통신 소프트웨어 및 공학연구,
마이크로프랜드,147760,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2016-12-12,서울특별시,Micro Friend Inc.,KOSDAQ,10820,,,,,-5.85,34596536,299272,,,,,,,,,,,,,,,8920,96513204720,141489,1258117570,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,6970,기타 제조업,
바이오프로테크,199290,의료용 기기 제조업,2016-12-08,강원도,BIOPROTECH,KONEX,5177,,,,,-68.48,345292,262,,,,,,,,,,,,,,,800,3960487200,5,3967,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1775.5,의료기기 의약품 제조업,
애니젠,196300,기초 의약물질 및 생물학적 제제 제조업,2016-12-07,광주광역시,"ANYGEN CO., LTD.",KOSDAQ,5603,,,,,-28.38,27798622,575434,,,,,,,,,,,,,,,15250,85438979000,12413,190247700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13000,의료기기 의약품 제조업,
유니온커뮤니티,203450,통신 및 방송 장비 제조업,2016-12-07,서울특별시,"Union community Co., Ltd.",KOSDAQ,14679,,,,,-22.66,29180170,139687,,,,,,,,,,,,,,,3885,57027942195,28910,111494990,,,,,,,,,,,,,,,,,3835,"자동차, 기계, 장치, 장비 제조업",
신라젠,215600,자연과학 및 공학 연구개발업,2016-12-06,서울특별시,"SillaJen, Inc.",KOSDAQ,102867,,,,,0,0,0,,,,,,,,,,,,,,,12100,1.24E+12,0,0,,,,,,,,,,,,,,,,,12100,정보 통신 소프트웨어 및 공학연구,
자비스,254120,특수 목적용 기계 제조업,2016-12-02,경기도,"XAVIS CO., Ltd.",KOSDAQ,22182,,,,,-14.55,231126876,631765,,,,,,,,,,,,,,,2255,50020899335,73743,166089015,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4,2040,"자동차, 기계, 장치, 장비 제조업",
핸즈코퍼레이션,143210,자동차 신품 부품 제조업,2016-12-02,인천광역시,HANDS CORPORATION,KOSPI,21863,B,B,B,B+,-27.06,12233987,77560,87011,1750,,,,,,,,,,,,,4995,1.09E+11,12699,63128270,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,5,5785,"자동차, 기계, 장치, 장비 제조업",
오션브릿지,241790,특수 목적용 기계 제조업,2016-12-01,경기도,"OCEANBRIDGE CO., LTD",KOSDAQ,10003,,,,,-13.57,26364982,425593,,,,,,,,,,,,,,,16250,1.63E+11,83649,1354376150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15800,"자동차, 기계, 장치, 장비 제조업",
퓨쳐켐,220100,의약품 제조업,2016-12-01,서울특별시,"FutureChem Co., Ltd.",KOSDAQ,13646,,,,,1.33,47664919,860234,,,,,,,,,,,,,,,18400,2.51E+11,76595,1397191950,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15100,의료기기 의약품 제조업,
뉴파워프라즈마,144960,특수 목적용 기계 제조업,2016-11-30,경기도,"New Power Plasma Co.,Ltd",KOSDAQ,43693,,,,,0.34,198681729,1447183,,,,,,,,,,,,,,,6300,2.75E+11,386145,2440154320,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,5870,"자동차, 기계, 장치, 장비 제조업",
엘앤케이바이오,156100,의료용 기기 제조업,2016-11-30,경기도,"L&K BIOMED CO., LTD.",KOSDAQ,13393,,,,,-74.91,56201072,1335538,,,,,,,,,,,,,,,10850,1.45E+11,35612,383746800,,,,,,,,,,,,,,,,,21890,의료기기 의약품 제조업,
스템랩,258540,자연과학 및 공학 연구개발업,2016-11-29,서울특별시,StemLab,KONEX,5214,,,,,-30.81,594488,5416,,,,,,,,,,,,,,,5350,27894739500,2224,11321040,,,,,,,,,,,,,,,,,5233,정보 통신 소프트웨어 및 공학연구,
시큐센,232830,소프트웨어 개발 및 공급업,2016-11-29,서울특별시,SECUCEN,KONEX,9509,,,,,-58,1192884,4633,,,,,,,,,,,,,,,3170,30143631440,72,220465,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,5325,정보 통신 소프트웨어 및 공학연구,
에이치엔티,176440,전자부품 제조업,2016-11-28,서울특별시,HNT Electronics Company Ltd.,KOSDAQ,85739,,,,,0,0,0,,,,,,,,,,,,,,,1920,1.65E+11,0,0,,,,,,,,,,,,,,,,,1920,전자부품 및 반도체 제조,
핸디소프트,220180,소프트웨어 개발 및 공급업,2016-11-24,경기도,"HANDYSOFT, Inc.",KOSDAQ,19408,,,,,8.97,24054391,110740,,,793155,핸디소프트,K,58222,20091119,,,,,,,,3705,71906640000,17347,63886205,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,4,3495,정보 통신 소프트웨어 및 공학연구,
두산밥캣,241560,특수 목적용 기계 제조업,2016-11-18,경기도,Doosan Bobcat,KOSPI,100249,B+,C,A,A,10.28,72743906,3159679,,,,,,,,,3901017,50125,3071299,29835,-13532,-51947,40600,4.07E+12,120327,4913444250,,,,,,,,,,,,,,,,,35275,"자동차, 기계, 장치, 장비 제조업",0
비플라이소프트,148780,소프트웨어 개발 및 공급업,2016-11-16,서울특별시,BFLYSOFT,KONEX,5249,,,,,52.2,2418683,27824,,,980043,비플라이소프트,N,58222,19980825,,,,,,,,13000,68241134000,6682,85789500,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,6,8865,정보 통신 소프트웨어 및 공학연구,
삼성바이오로직스,207940,기초 의약물질 및 생물학적 제제 제조업,2016-11-10,인천광역시,SAMSUNG BIOLOGICS,KOSPI,66165,A,A,A+,A,16.25,25731004,22288244,124807,2529,,,,,,,5903412,165413,3415272,1568007,536495,423177,911000,6.03E+13,46043,41919690000,,,,,,,,,,,,,,,,,731991.5,의료기기 의약품 제조업,0.079595946
클리오,237880,기타 화학제품 제조업,2016-11-09,서울특별시,"CLIO Cosmetics Co., Ltd",KOSDAQ,17454,B,D,B,B+,31.69,46655558,1071609,,,,,,,,,,,,,,,18200,3.18E+11,35621,644715000,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,21200,화학제품 제조업,
얼라인드,238120,사진장비 및 광학기기 제조업,2016-11-03,경기도,"Aligned Genetics, Inc.",KOSDAQ,7189,,,,,8.56,14866575,148477,,,,,,,,,,,,,,,8780,63123353440,56383,497146300,,,,,,,,,,,,,,,,,7675,기타 제조업,
세화피앤씨,252500,기타 화학제품 제조업,2016-11-02,충청북도,SEWHA P&C INC.,KOSDAQ,41486,,,,,-8.8,204360685,656149,,,,,,,,,,,,,,,1570,65133632300,213703,333338450,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,1813.5,화학제품 제조업,
굿센,243870,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2016-10-31,서울특별시,Goodcen,KONEX,2584,,,,,6.03,64882,1040,,,,,,,,,,,,,,,17000,43924685000,1211,20583500,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,16225,정보 통신 소프트웨어 및 공학연구,
인크로스,216050,광고업,2016-10-31,서울특별시,"Incross Co.,Ltd.",KOSDAQ,8057,B,D,C,B+,-14.83,6785037,365784,,,,,,,,,,,,,,,51600,4.16E+11,18776,972893300,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,46200,사업지원 서비스업,
에이치엘사이언스,239610,기타 식품 제조업,2016-10-28,경기도,"HLSCIENCE Co., LTD",KOSDAQ,5392,B,D,B,B+,-29.58,2651706,103380,,,,,,,,,,,,,,,35450,1.91E+11,6848,242833550,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,34850,기타 제조업,
코스메카코리아,241710,기타 화학제품 제조업,2016-10-28,충청북도,"COSMECCA KOREA CO.,LTD.",KOSDAQ,10680,,,,,13.58,25604979,410758,,,,,,,,,,,,,,,12950,1.38E+11,19769,254293600,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,14150,화학제품 제조업,
JW생명과학,234080,의약품 제조업,2016-10-27,충청남도,JW LIFESCIENCE,KOSPI,15835,B,B,B+,B,-26.38,16413147,289347,28205,570,,,,,,,,,,,,,14050,2.22E+11,44676,618662100,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,17275,의료기기 의약품 제조업,
안지오랩,251280,자연과학 및 공학 연구개발업,2016-10-25,대전광역시,AngioLab,KONEX,2712,,,,,-34.96,632966,6744,,,1115044,안지오랩,N,70113,19990603,,,,,,,,9090,24651171000,4378,39425950,,,,,,,,,,,,,,,,,11470,정보 통신 소프트웨어 및 공학연구,
인텔리안테크,189300,통신 및 방송 장비 제조업,2016-10-18,경기도,INTELLIAN TECHNOLOGIES Inc.,KOSDAQ,9184,,,,,10.52,34398387,2505401,,,,,,,,,140823,3781,77215,93680,70,-443,91300,8.38E+11,76760,7031745400,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,74668,"자동차, 기계, 장치, 장비 제조업",0
에이치시티,72990,기타 과학기술 서비스업,2016-10-17,경기도,HCT,KOSDAQ,6996,,,,,19.02,14362949,231190,,,,,,,,,,,,,,,16200,1.13E+11,26180,420346950,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,13019.5,기타 서비스업,
앤디포스,238090,플라스틱제품 제조업,2016-10-12,충청북도,"NDFOS Co., Ltd.",KOSDAQ,23605,,,,,-22.35,359167271,2206270,,,,,,,,,,,,,,,9400,2.22E+11,133476,1267781250,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4,9037,화학제품 제조업,
수산아이앤티,50960,소프트웨어 개발 및 공급업,2016-10-11,서울특별시,"SOOSAN INT Co., LTD.",KOSDAQ,6751,,,,,-53.66,38323926,1026488,,,,,,,,,,,,,,,17900,1.21E+11,154090,2827167850,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,16975,정보 통신 소프트웨어 및 공학연구,
미투온,201490,소프트웨어 개발 및 공급업,2016-10-10,서울특별시,"Me2on Co., Ltd",KOSDAQ,31258,,,,,-13.62,307506003,2300191,,,,,,,,,,,,,,,7600,2.38E+11,1061948,8203423400,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,6430,정보 통신 소프트웨어 및 공학연구,
화승엔터프라이즈,241590,신발 및 신발 부분품 제조업,2016-10-04,부산광역시,HWASEUNG ENTERPRISE,KOSPI,60575,B+,B,B+,A,-12.91,63655378,1101434,,,,,,,,,386894,30285,355467,4845,1773,4722,16800,1.02E+12,59162,991932750,,,,,,,,,,,,,,,,,15575,기타 제조업,0
예선테크,250930,플라스틱제품 제조업,2016-09-29,경기도,"YeSUN Tech Co., Ltd.",KOSDAQ,33000,,,,,-20.3,89905239,240780,,,,,,,,,,,,,,,2095,69135921800,400470,846054955,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,7,2102.5,화학제품 제조업,
LS전선아시아,229640,기타 금융업,2016-09-22,서울특별시,LS C&S ASIA,KOSPI,30625,B,D,C,B+,2.38,90737279,820705,121902,2412,,,,,,,,,,,,,7910,2.42E+11,64888,514929400,,,,,,,,,,,,,,,,,7660,금융,
모두투어리츠,204210,부동산 임대 및 공급업,2016-09-22,서울특별시,MODETOURREIT,KOSPI,7827,,,,,55.07,9963097,47133,,,,,,,,,,,,,,,4830,37803516450,55325,269828110,,,,,,,,,,,,,,,,,3902.5,기타 서비스업,
유니테크노,241690,자동차 신품 부품 제조업,2016-09-20,부산광역시,"UNITEKNO Co.,Ltd",KOSDAQ,25012,,,,,28.05,68923047,688644,,,,,,,,,,,,,,,9300,2.33E+11,423348,3934422140,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,4,7560,"자동차, 기계, 장치, 장비 제조업",
모비스,250060,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2016-09-08,경기도,"Mobiis Co., Ltd.",KOSDAQ,32171,,,,,-13.18,149925307,419026,,,,,,,,,,,,,,,2345,75441731330,159742,372917255,,,,,,,,,,,,,,,,,2410,정보 통신 소프트웨어 및 공학연구,
나무기술,242040,소프트웨어 개발 및 공급업,2016-09-07,서울특별시,"NAMU TECH CO.,LTD.",KOSDAQ,34242,,,,,-4.55,274577520,906659,,,,,,,,,,,,,,,3075,1.05E+11,782976,2400554010,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,9,2687.5,정보 통신 소프트웨어 및 공학연구,
자이글,234920,가정용 기기 제조업,2016-09-06,서울특별시,"Zaigle Co., Ltd.",KOSDAQ,13531,,,,,-8.03,37105640,170702,,,,,,,,,,,,,,,3895,52702894450,29443,114342960,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3585,기타 제조업,
일동제약,249420,의약품 제조업,2016-08-31,서울특별시,ILDONG PHARM,KOSPI,24803,A,B+,A,A,181.56,395917075,14537607,,,,,,,,,602873,23803,253449,560964,5598,-13105,35200,8.38E+11,1683134,56975251800,,,,,,,,,,,,,,,,,30525,의료기기 의약품 제조업,0
샘표식품,248170,기타 식품 제조업,2016-08-09,서울특별시,SEMPIO FOODS,KOSPI,4568,B,B,B+,B,-11.63,5782559,313136,,,,,,,,,,,,,,,46100,2.11E+11,8095,370815250,,,,,,,,,,,,,,,,,44550,기타 제조업,
에코마케팅,230360,광고업,2016-08-08,서울특별시,"ECHOMARKETING Co.,Ltd.",KOSDAQ,32298,C,D,C,B,-37.3,54392475,1199160,,,,,,,,,154414,3252,120809,56182,34493,38230,16950,5.55E+11,63772,1070833150,,,,,,,,,,,,,,,,,20825,사업지원 서비스업,0
블루탑,191600,전자부품 제조업,2016-08-05,인천광역시,BLUETOP,KONEX,2850,,,,,37.39,16750,142,,,,,,,,,,,,,,,11500,32775000000,2,24000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8190,전자부품 및 반도체 제조,
두올,16740,자동차 신품 부품 제조업,2016-07-29,서울특별시,DUAL,KOSPI,33067,B,C,B,B+,-23.72,328723430,1799849,,,,,,,,,,,,,,,4310,1.43E+11,212085,913843920,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,4,4125,"자동차, 기계, 장치, 장비 제조업",
엔지스테크널러지,208860,소프트웨어 개발 및 공급업,2016-07-28,서울특별시,"EnGIS Technologies, Inc.",KOSDAQ,11444,,,,,-65.44,22127607,82522,,,,,,,,,,,,,,,2205,25233717915,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4292.5,정보 통신 소프트웨어 및 공학연구,
우리손에프앤지,73560,"도축, 육류 가공 및 저장 처리업",2016-07-27,전라남도,"Woorison F&G CO., LTD.",KOSDAQ,69238,,,,,-11.06,330707031,824883,,,,,,,,,,,,,,,2135,1.48E+11,320763,681074260,,,,,,,,,,,,,,,,,2220,농업 어업 축산업 광업,
휴벡셀,212310,의료용 기기 제조업,2016-07-26,경기도,HUVEXEL,KONEX,6209,,,,,20.29,828919,5304,,,,,,,,,,,,,,,6920,41272962920,4330,29078170,,,,,,,,,,,,,,,,,3745,의료기기 의약품 제조업,
에스케이씨에스,224020,플라스틱제품 제조업,2016-07-25,경기도,SKCS,KONEX,3450,,,,,357.67,399940,1302,,,,,,,,,,,,,,,3790,13073930940,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,2437,화학제품 제조업,
폴라리스웍스,123010,전자부품 제조업,2016-07-20,충청북도,POLARIS WORKS,KOSDAQ,57522,,,,,-6.55,125463738,241460,,,,,,,,,,,,,,,1660,95486279300,784373,1337844310,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1697.5,전자부품 및 반도체 제조,
제노텍,66830,기타 화학제품 제조업,2016-07-18,대전광역시,GENOTECH,KONEX,5667,,,,,12.55,308218,1146,,,,,,,,,,,,,,,3745,21223589100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3682.5,화학제품 제조업,
동서,26960,음·식료품 및 담배 도매업,2016-07-15,서울특별시,DONGSUH,KOSPI,99700,C,D,C,B,-12.08,35820008,1112244,123249,2657,,,,,,,1561313,49850,1433591,496752,33112,113355,30550,3.05E+12,115985,3585803500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28000,도매 소매업,0.248109721
장원테크,174880,통신 및 방송 장비 제조업,2016-07-15,경상북도,"JangWonTech Co., Ltd.",KOSDAQ,19129,,,,,-52.75,173960613,450801,,,,,,,,,,,,,,,2875,54997177375,100605,287980970,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,3412.5,"자동차, 기계, 장치, 장비 제조업",
위니아딤채,71460,가정용 기기 제조업,2016-07-14,광주광역시,"WINIADIMCHAE Co.,Ltd.",KOSDAQ,35967,,,,,50.78,110470181,520928,,,300557,위니아딤채,K,28519,19991006,78,,,,,,,3820,1.37E+11,32552,124160495,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3630,기타 제조업,
한국자산신탁,123890,신탁업 및 집합투자업,2016-07-13,서울특별시,KAIT,KOSPI,123978,C,C,B+,C,4.65,80793081,368724,,,,,,,,,1092347,61989,708037,218451,162792,122573,4075,5.05E+11,108596,441593350,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,7,4072.5,금융,0
한국토지신탁,34830,신탁업 및 집합투자업,2016-07-11,서울특별시,KOREIT,KOSPI,252489,C,D,C,C,19,405849997,1003372,,,,,,,,,1377411,252489,817220,209113,91025,62245,2600,6.56E+11,682001,1781060690,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,4,2190,금융,0
바이오리더스,142760,자연과학 및 공학 연구개발업,2016-07-07,경기도,Bioleaders Corporation,KOSDAQ,30012,,,,,67.89,502905681,5216487,,,,,,,,,,,,,,,8460,2.42E+11,302527,2551733440,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,6,6590,정보 통신 소프트웨어 및 공학연구,
피앤씨테크,237750,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2016-07-04,경기도,"PNC Technologies Co., Ltd.",KOSDAQ,6497,,,,,9.45,39795366,349301,,,,,,,,,,,,,,,7090,46060894000,33773,236448940,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,7,6870,"자동차, 기계, 장치, 장비 제조업",
에스엘에스바이오,246250,기타 과학기술 서비스업,2016-06-29,경기도,SLS BIO,KONEX,6866,,,,,-15.83,860729,8506,,,,,,,,,,,,,,,9390,64468012170,3733,33239150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9190,기타 서비스업,
씨앤에스링크,245450,통신 및 방송 장비 제조업,2016-06-24,경기도,CNSLINK,KONEX,1580,,,,,-43.55,135373,255,,,,,,,,,,,,,,,1895,2994024200,6,11370,,,,,,,,,,,,,,,,,2487.5,"자동차, 기계, 장치, 장비 제조업",
해성디에스,195870,전자부품 제조업,2016-06-24,경상남도,HAESUNG DS,KOSPI,17000,A,A,A+,A,58.33,70781857,3038672,54637,1225,,,,,,,477506,85000,296211,655373,87272,72863,50300,8.55E+11,378342,19077816750,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,38750,전자부품 및 반도체 제조,0.083367792
에스티팜,237690,의약품 제조업,2016-06-23,경기도,"ST Pharm Co., Ltd.",KOSDAQ,18809,A,B+,A,A,40.68,75655177,8651797,,,,,,,,,444863,9328,300913,109050,-13058,-8717,139700,2.61E+12,150387,20878706700,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,4,85200,의료기기 의약품 제조업,0
지씨셀,144510,"그외 기타 전문, 과학 및 기술 서비스업",2016-06-23,경기도,GC CELL,KOSDAQ,15800,C,D,C,B,-18.1,39237878,4029551,,,,,,,,,71841,5277,52989,79372,6594,5657,100200,1.58E+12,64507,6471461100,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,81400,정보 통신 소프트웨어 및 공학연구,0
알엔투테크놀로지,148250,전자부품 제조업,2016-06-22,경기도,"RN2 Technologies Co., Ltd.",KOSDAQ,7640,,,,,-31.58,15273277,246638,,,,,,,,,,,,,,,14850,1.13E+11,95147,1420761500,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,5,14400,전자부품 및 반도체 제조,
이비테크,208850,기타 전기장비 제조업,2016-06-22,대전광역시,EB TECH,KONEX,2820,,,,,61.84,28799,192,,,,,,,,,,,,,,,5650,15934412500,1,5650,,,,,,,,,,,,,,,,,4975,기타 제조업,
줌인터넷,239340,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2016-06-09,서울특별시,ZUMinternet Corp.,KOSDAQ,26980,,,,,-1.78,237207430,1596105,,,,,,,,,,,,,,,5080,1.37E+11,173710,877291860,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,5,5015,정보 통신 소프트웨어 및 공학연구,
휴온스,243070,의약품 제조업,2016-06-03,경기도,"Huons Co., Ltd.",KOSDAQ,10860,B,D,A,B+,-3.58,43293559,2982147,,,,,,,,,395290,4940,238632,366248,52010,49404,47400,5.15E+11,22830,1083630250,,,,,,,,,,,,,,,,,48994,의료기기 의약품 제조업,0
나눔테크,244880,의료용 기기 제조업,2016-06-01,광주광역시,NANOOM,KONEX,5020,,,,,10.34,621593,1470,,,,,,,,,,,,,,,2680,13453600000,4140,10756180,,,,,,,,,,,,,,,,,2745,의료기기 의약품 제조업,
KC산업,112190,"시멘트, 석회, 플라스터 및 그 제품 제조업",2016-05-31,경기도,KC INDUSTRY,KONEX,7125,,,,,90.93,2955389,13776,,,,,,,,,,,,,,,3750,26719698750,3096,11453350,,,,,,,,,,,,,,,,,3207.5,기타 제조업,
용평리조트,70960,일반 및 생활 숙박시설 운영업,2016-05-27,강원도,YONG PYONG RESORT CORPORATION,KOSPI,48133,C,C,C,B,1.79,74795257,414755,,,,,,,,,,,,,,,4925,2.37E+11,87332,429407785,,,,,,,,,,,,,,,,,5075,기타 서비스업,
해태제과식품,101530,기타 식품 제조업,2016-05-11,충청남도,"Haitai Confectionery and Foods Co., Ltd.",KOSPI,29117,B,D,B+,B+,-6.94,19212067,183087,,,,,,,,,,,,,,,7900,2.30E+11,7365,58294800,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4,8070,기타 제조업,
원익IPS,240810,특수 목적용 기계 제조업,2016-05-02,경기도,"WONIK IPS Co.,Ltd.",KOSDAQ,49084,B+,B+,A,B+,-24.92,114325624,5232079,,,,,,,,,1100582,24542,662757,1090819,140386,97884,43150,2.12E+12,419599,18007910100,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,6,41800,"자동차, 기계, 장치, 장비 제조업",0
인터코스,240340,기타 화학제품 제조업,2016-04-21,인천광역시,Interkos,KONEX,3346,,,,,0.91,2223,2,,,,,,,,,,,,,,,999,3342976677,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,994.5,화학제품 제조업,
로보쓰리,238500,"그외 기타 전문, 과학 및 기술 서비스업",2016-04-20,서울특별시,Robo3,KONEX,16078,,,,,-67.57,6069802,8604,,,,,,,,,,,,,,,712,11447494704,108322,75594444,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1102.5,정보 통신 소프트웨어 및 공학연구,
